"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Terf11",2.88653826350187e-21,0.297687834888504,0.795,0.553,6.38300206208168e-17,"6","Terf1"
"Trappc9",3.50756825392419e-21,0.294640878808218,0.898,0.631,7.75628567990255e-17,"6","Trappc9"
"Baz2a",4.98363205065464e-21,0.371945507701323,0.921,0.677,1.10203055536126e-16,"6","Baz2a"
"Map3k11",6.28127322769169e-21,0.336650099607148,0.861,0.618,1.38897794883946e-16,"6","Map3k1"
"Pdzd8",6.9707333944239e-21,0.295812244513345,0.899,0.645,1.54143827550896e-16,"6","Pdzd8"
"Aftph1",7.89314007538991e-21,0.333904155648947,0.884,0.633,1.74541006487097e-16,"6","Aftph"
"Myo9b3",7.9242984222589e-21,0.315007568228582,0.863,0.619,1.75230011011411e-16,"6","Myo9b"
"Myl12b1",9.85291417404846e-21,0.4057346581876,0.997,0.951,2.17877491130734e-16,"6","Myl12b"
"Zcchc71",1.03295780024468e-20,0.464882209683226,0.997,0.886,2.28417958368106e-16,"6","Zcchc7"
"S100a131",1.1130778934714e-20,0.493814535586938,0.997,0.822,2.46134914583332e-16,"6","S100a13"
"Cdc422",1.32841071184385e-20,0.285353976203923,1,0.999,2.9375146071003e-16,"6","Cdc42"
"Ubr2",1.36771844358051e-20,0.508793632623935,0.997,0.891,3.02443579428959e-16,"6","Ubr2"
"Rpp21",1.37027302178731e-20,0.28875150683199,0.864,0.616,3.03008473307828e-16,"6","Rpp21"
"Rps182",1.56190158089914e-20,0.33597335899773,1,1,3.45383296584226e-16,"6","Rps18"
"Casp31",1.7282181159093e-20,0.415470488776838,0.718,0.523,3.82160871971024e-16,"6","Casp3"
"Irf12",1.94172832271409e-20,0.752581628598533,0.365,0.255,4.29374384001766e-16,"6","Irf1"
"Tex21",1.94509681737372e-20,0.450138093044999,0.974,0.743,4.3011925922585e-16,"6","Tex2"
"Specc1l1",2.04135617797408e-20,0.315772832030954,0.834,0.6,4.51405091635408e-16,"6","Specc1l"
"Arid1b2",2.22592260936628e-20,0.418519998029483,0.998,0.9,4.92218266609164e-16,"6","Arid1b"
"Hsph12",2.36206357814309e-20,0.526671742354534,1,0.917,5.2232311903478e-16,"6","Hsph1"
"Pias2",2.96640786376416e-20,0.35173584153036,0.889,0.637,6.55961770914168e-16,"6","Pias2"
"Dis3l2",3.41893515633733e-20,0.284150530004052,0.902,0.634,7.56029131120874e-16,"6","Dis3l2"
"Nmi",3.51639385405849e-20,0.272854968103124,0.913,0.654,7.77580172947955e-16,"6","Nmi"
"Atp9b2",3.72880059367321e-20,0.375266979037551,0.962,0.711,8.24549675278958e-16,"6","Atp9b"
"Nol10",4.51029610384971e-20,0.405848304386466,0.705,0.516,9.97361777444285e-16,"6","Nol10"
"Ubxn7",5.09902458723106e-20,0.301335387348489,0.847,0.599,1.1275473069744e-15,"6","Ubxn7"
"Ppil4",5.30051696338281e-20,0.286681550228984,0.876,0.636,1.17210331611284e-15,"6","Ppil4"
"Elk32",5.84332412387117e-20,0.477379163254447,0.989,0.759,1.29213426351163e-15,"6","Elk3"
"Rps121",8.73771587597182e-20,0.305361123783753,1,1,1.93217111165365e-15,"6","Rps12"
"Ier22",1.03054728865789e-19,0.293428466514922,0.995,0.868,2.27884921940919e-15,"6","Ier2"
"Fbxo381",1.03858198162282e-19,0.367437264686421,0.812,0.596,2.29661633596254e-15,"6","Fbxo38"
"Iqgap21",1.07288775242313e-19,0.699382408987527,0.423,0.322,2.37247668693327e-15,"6","Iqgap2"
"Swt1",1.23362042030437e-19,0.309248891166476,0.927,0.671,2.72790483541905e-15,"6","Swt1"
"Srsf51",1.29879408931388e-19,0.358870351170189,1,0.977,2.87202336969979e-15,"6","Srsf5"
"Rgs101",1.85483882138725e-19,0.399111869081062,0.704,0.526,4.10160508573363e-15,"6","Rgs10"
"Senp7",1.90079493821544e-19,0.324882983528252,0.837,0.61,4.2032278468758e-15,"6","Senp7"
"Rfx3",1.93963526837612e-19,0.329900109331365,0.908,0.644,4.2891154689601e-15,"6","Rfx3"
"Tspan131",2.55954812049554e-19,0.335673083298794,0.731,0.535,5.6599287588518e-15,"6","Tspan13"
"Med151",2.76330423281805e-19,0.306972503721865,0.887,0.65,6.11049465003055e-15,"6","Med15"
"Birc61",2.79071821389093e-19,0.401506725854014,0.998,0.946,6.17111518637702e-15,"6","Birc6"
"Rps10",3.01584379102546e-19,0.283281946226639,1,1,6.66893537509461e-15,"6","Rps10"
"Ezr2",4.43600012084182e-19,0.480516215969918,0.994,0.847,9.80932706721752e-15,"6","Ezr"
"Ifi2032",5.66797213154194e-19,0.709255483571091,0.322,0.218,1.25335867744787e-14,"6","Ifi203"
"Kdm6b2",5.69203985820571e-19,0.272692138593539,0.95,0.681,1.25868077384503e-14,"6","Kdm6b"
"Ccm2",7.01732756022827e-19,0.446845295262964,0.934,0.716,1.55174164339328e-14,"6","Ccm2"
"Nfyb1",7.44435280241976e-19,0.254354639744118,0.832,0.593,1.64616973519908e-14,"6","Nfyb"
"Elovl5",8.28564869979574e-19,0.310980958802397,0.944,0.688,1.83220549698583e-14,"6","Elovl5"
"Kdm4c",9.65296833506599e-19,0.300571029773752,0.892,0.638,2.13456088793314e-14,"6","Kdm4c"
"Cdk62",1.05258572619718e-18,0.663096515718869,0.485,0.368,2.32758281633983e-14,"6","Cdk6"
"Itgav2",1.15590159337207e-18,0.668570282174596,0.997,0.874,2.55604519342366e-14,"6","Itgav"
"Mycbp22",1.28710732395742e-18,0.473393764648197,0.991,0.871,2.84618042546705e-14,"6","Mycbp2"
"Diaph31",1.61886510020441e-18,0.253094885338305,0.702,0.471,3.579796396082e-14,"6","Diaph3"
"Zfp654",1.72473205492989e-18,0.34235811494548,0.951,0.698,3.81389999306646e-14,"6","Zfp654"
"Dgkz2",1.78462137213555e-18,0.270806919726014,0.971,0.699,3.94633324020334e-14,"6","Dgkz"
"Kpna42",1.81340116839571e-18,0.286516448833159,1,0.97,4.00997400367342e-14,"6","Kpna4"
"Arl5b1",1.9848938663777e-18,0.359542274845591,0.976,0.726,4.389195806721e-14,"6","Arl5b"
"Vps13d3",2.39112696978089e-18,0.311936183941855,0.783,0.574,5.28749906827647e-14,"6","Vps13d"
"Fchsd2",2.59076845036792e-18,0.344021403510334,0.908,0.66,5.72896627429858e-14,"6","Fchsd2"
"Prr14l",2.98340655725227e-18,0.280052415272254,0.853,0.617,6.59720692005193e-14,"6","Prr14l"
"Foxp11",3.18878199961586e-18,0.448393958491371,0.998,0.974,7.05135363575055e-14,"6","Foxp1"
"Traf33",3.21887220256212e-18,0.399573256823717,0.986,0.745,7.11789210152561e-14,"6","Traf3"
"Arl4a",4.74837019455816e-18,0.313215638127547,0.818,0.592,1.05000710112265e-13,"6","Arl4a"
"Coro7",5.39573121664356e-18,0.257468193197315,0.832,0.596,1.19315804393639e-13,"6","Coro7"
"Rps13",6.6148244415608e-18,0.251918544723746,1,1,1.46273612876234e-13,"6","Rps13"
"Tank2",8.5218241535385e-18,0.331709264746064,0.988,0.756,1.88443097507197e-13,"6","Tank"
"Ptbp32",1.04880601830432e-17,0.382259725107578,0.998,0.939,2.31922474827635e-13,"6","Ptbp3"
"Stim21",1.14752831098465e-17,0.310003833996186,0.788,0.572,2.53752935408036e-13,"6","Stim2"
"Setx",1.28591402391211e-17,0.297200659294036,0.838,0.615,2.84354168107685e-13,"6","Setx"
"Srsf4",1.35178926424544e-17,0.268362756542112,0.899,0.648,2.98921160002595e-13,"6","Srsf4"
"Usp24",1.52282811144332e-17,0.293192730448591,0.84,0.612,3.36742980283462e-13,"6","Usp24"
"Mdm4",1.83995580208922e-17,0.303947987661159,0.937,0.687,4.0686942651599e-13,"6","Mdm4"
"Zfp36l12",2.61838097710902e-17,0.470792914267793,0.994,0.886,5.79002585468117e-13,"6","Zfp36l1"
"Rap1a1",2.71065914358577e-17,0.391677621609622,1,0.917,5.99408056421122e-13,"6","Rap1a"
"Oxa1l",2.75373596249103e-17,0.276899948548517,0.85,0.624,6.08933633385641e-13,"6","Oxa1l"
"Auh",4.43542607673281e-17,0.302154382620613,0.86,0.629,9.80805768347926e-13,"6","Auh"
"Leprotl1",6.48787113747097e-17,0.472883753924563,0.992,0.895,1.43466294462896e-12,"6","Leprotl1"
"Fbxw71",6.6443899752325e-17,0.289468458920494,0.915,0.67,1.46927395522316e-12,"6","Fbxw7"
"Nabp11",9.84176497571024e-17,0.794135826248899,0.324,0.237,2.17630948907881e-12,"6","Nabp1"
"Mob2",1.08992901845565e-16,0.285878345800587,0.936,0.692,2.41016003851097e-12,"6","Mob2"
"Smyd3",1.10716862446774e-16,0.457402381635622,0.992,0.882,2.44828197928552e-12,"6","Smyd3"
"Cep3501",1.24111995772114e-16,0.306920545378397,0.953,0.702,2.74448856250877e-12,"6","Cep350"
"Tob2",1.2863359617981e-16,0.280741981240495,0.919,0.668,2.84447471232414e-12,"6","Tob2"
"Gak1",1.45027805774982e-16,0.309785909242776,0.745,0.559,3.20699986910217e-12,"6","Gak"
"Gtf2b1",1.45950068377651e-16,0.260629497892938,0.898,0.658,3.227393862035e-12,"6","Gtf2b"
"Capza12",1.51419729359924e-16,0.356012740481827,0.994,0.914,3.34834447533600e-12,"6","Capza1"
"Zwint1",1.95249266309865e-16,0.252405837661793,0.907,0.655,4.31754702591004e-12,"6","Zwint"
"Nfat52",2.14404215223913e-16,0.288314646269507,1,0.861,4.74112041124639e-12,"6","Nfat5"
"Hdac41",2.18554052647379e-16,0.270158794341365,0.939,0.681,4.83288576619149e-12,"6","Hdac4"
"Ubald2",2.48367884514026e-16,0.375684005248694,0.977,0.76,5.49215903025866e-12,"6","Ubald2"
"Phc3",2.50519751230088e-16,0.318058556788643,0.786,0.582,5.53974325895095e-12,"6","Phc3"
"Mlxip1",2.95719865421038e-16,0.357747357875969,0.704,0.522,6.53925338405542e-12,"6","Mlxip"
"Pld31",3.01073483080342e-16,0.265866152525379,0.94,0.696,6.6576379313556e-12,"6","Pld3"
"Stx16",3.30179960796142e-16,0.280696701808398,0.916,0.674,7.30126947308509e-12,"6","Stx16"
"Dym1",3.37218955044393e-16,0.29033511628267,0.811,0.598,7.45692275289667e-12,"6","Dym"
"Gse11",3.80182420070582e-16,0.274433087639365,0.959,0.702,8.40697385502079e-12,"6","Gse1"
"Plekha2",3.96116272695298e-16,0.517207990359078,0.627,0.501,8.75931913811112e-12,"6","Plekha2"
"Smarca21",4.32824464930493e-16,0.370618901103196,0.974,0.747,9.57104739300799e-12,"6","Smarca2"
"Nin",5.55927993012829e-16,0.336610045107698,0.756,0.558,1.22932357094927e-11,"6","Nin"
"Rbbp81",5.56513170977358e-16,0.278508880559123,0.745,0.537,1.23061757498223e-11,"6","Rbbp8"
"Hpcal12",1.00022521593185e-15,0.461453987077805,0.632,0.5,2.21179801999011e-11,"6","Hpcal1"
"Nsa2",1.14797507735899e-15,0.314261797977519,1,0.998,2.53851728856392e-11,"6","Nsa2"
"Psme21",1.18925303512267e-15,0.265480848681275,0.998,0.898,2.62979523656677e-11,"6","Psme2"
"Casc3",1.24151223390331e-15,0.25895222245648,0.889,0.652,2.7453560028304e-11,"6","Casc3"
"Ankrd13c1",1.28770734783365e-15,0.262220279153887,0.797,0.585,2.84750725826456e-11,"6","Ankrd13c"
"Usp151",1.58189103396764e-15,0.422387575880153,0.983,0.782,3.49803564341263e-11,"6","Usp15"
"Gxylt11",1.7377806110456e-15,0.293325100048989,0.794,0.581,3.84275426520514e-11,"6","Gxylt1"
"B4galt52",1.75848221477007e-15,0.25675906328449,0.969,0.698,3.88853172152107e-11,"6","B4galt5"
"Jak22",1.89803012883744e-15,0.603195822204061,0.606,0.486,4.19711402389824e-11,"6","Jak2"
"Ep300",2.01353472775952e-15,0.276526041927613,0.928,0.684,4.45252934349462e-11,"6","Ep300"
"Ptpn2",2.26549417505721e-15,0.318568157250324,0.977,0.75,5.009687269304e-11,"6","Ptpn2"
"Snhg81",3.07036300003116e-15,0.288768019223871,0.788,0.586,6.7894937019689e-11,"6","Snhg8"
"Lrrc8c2",3.23388552657437e-15,0.865946869572898,0.307,0.227,7.15109106491391e-11,"6","Lrrc8c"
"Nptn2",3.54789250688212e-15,0.375291249532115,0.992,0.868,7.84545470046843e-11,"6","Nptn"
"Dtnb",3.71235307408084e-15,0.2603679201858,0.922,0.684,8.20912635271496e-11,"6","Dtnb"
"Kmt2a",3.87433025174854e-15,0.551221126321753,0.994,0.863,8.56730648569155e-11,"6","Kmt2a"
"Id21",3.88025894095233e-15,0.296982787703306,1,0.948,8.58041659612789e-11,"6","Id2"
"Thap12",5.76072962396559e-15,0.264896589336524,0.878,0.646,1.27387014174751e-10,"6","Thap12"
"Dctn6",5.90788841611632e-15,0.251797407513934,0.889,0.664,1.3064113654558e-10,"6","Dctn6"
"Cr1l",8.14326693760672e-15,0.253702159071387,0.869,0.644,1.80072061791297e-10,"6","Cr1l"
"Nlrc5",9.89772551580984e-15,0.747950996285313,0.276,0.194,2.18868404331103e-10,"6","Nlrc5"
"Uimc11",1.37896913890654e-14,0.275128818869554,0.731,0.547,3.04931445686404e-10,"6","Uimc1"
"Lrp10",1.44259675588712e-14,0.386141095128863,0.992,0.792,3.1900142062932e-10,"6","Lrp10"
"Rnf201",1.47331626682286e-14,0.281942021749769,0.823,0.611,3.25794426082539e-10,"6","Rnf20"
"Rab431",1.506923493722e-14,0.280505576239441,0.965,0.721,3.33225992166745e-10,"6","Rab43"
"Dock111",1.90555330131458e-14,0.767996426962014,0.414,0.353,4.21375001519692e-10,"6","Dock11"
"Rb1cc12",2.24304239886903e-14,0.289742300783655,0.953,0.71,4.96003965661908e-10,"6","Rb1cc1"
"Rbm33",2.36854753489139e-14,0.279436438628749,0.922,0.688,5.23756916390533e-10,"6","Rbm33"
"Slc38a2",2.8655125787615e-14,0.414052944685553,0.998,0.978,6.3365079654153e-10,"6","Slc38a2"
"Ggps1",3.15631105374901e-14,0.296275391346969,0.963,0.741,6.97955063315519e-10,"6","Ggps1"
"Smc5",3.52420588639489e-14,0.271286196578755,0.776,0.574,7.79307647658502e-10,"6","Smc5"
"Wdr70",4.28117686848927e-14,0.252115218157325,0.947,0.703,9.46696640929032e-10,"6","Wdr70"
"Taok31",4.65979061845216e-14,0.328357476733817,0.98,0.75,1.03041949945833e-09,"6","Taok3"
"Itpr1",4.69124983213618e-14,0.415405917011128,1,0.881,1.03737607538027e-09,"6","Itpr1"
"Kdm6a1",4.80208638807651e-14,0.354245115686571,0.992,0.788,1.06188536299536e-09,"6","Kdm6a"
"Rps27rt",5.05795968872501e-14,0.284939844921078,0.742,0.567,1.11846662596776e-09,"6","Rps27rt"
"Hif1a2",7.8572788935164e-14,0.517153854070399,0.998,0.97,1.73748008172328e-09,"6","Hif1a"
"Srrm2",8.41995387612073e-14,0.30726979372307,1,0.999,1.86190440062658e-09,"6","Srrm2"
"Pias12",9.11665200140301e-14,0.258560118075567,0.957,0.706,2.01596525707025e-09,"6","Pias1"
"Ip6k11",9.74862928693781e-14,0.258721222322355,0.95,0.707,2.15571439422056e-09,"6","Ip6k1"
"Kat2b",1.16177211131437e-13,0.269083224701007,0.792,0.588,2.56902666974946e-09,"6","Kat2b"
"Dnajc151",1.68061950606988e-13,0.437927333393066,1,0.951,3.71635391377232e-09,"6","Dnajc15"
"Fbxl172",2.10377861445381e-13,0.318622129120689,0.995,0.883,4.65208565014172e-09,"6","Fbxl17"
"Crbn",2.13497180389759e-13,0.25194838313849,0.757,0.565,4.72106314995873e-09,"6","Crbn"
"Ccdc121",2.31869236630124e-13,0.324015072813505,0.992,0.921,5.12732442960194e-09,"6","Ccdc12"
"Nr4a2",2.65911695673948e-13,1.16134814988359,0.368,0.322,5.88010532643801e-09,"6","Nr4a2"
"Vgll41",3.31746606861512e-13,0.352689073157899,1,0.984,7.33591271752863e-09,"6","Vgll4"
"Tgfbr21",3.32319790250661e-13,0.721787907068219,0.473,0.408,7.34858752181286e-09,"6","Tgfbr2"
"Helz",3.65231510154536e-13,0.304817846400676,0.973,0.749,8.07636438404725e-09,"6","Helz"
"Trim26",4.72394502726682e-13,0.691432190075619,0.521,0.447,1.04460596387951e-08,"6","Trim26"
"Paxbp11",4.75308128649121e-13,0.321419656212099,0.748,0.567,1.0510488648818e-08,"6","Paxbp1"
"Supt4a",5.32532251851007e-13,0.316931532109421,1,0.988,1.17758856851813e-08,"6","Supt4a"
"Zfp6521",5.80647980943916e-13,0.356788407186815,0.699,0.544,1.28398688026128e-08,"6","Zfp652"
"Numa1",5.80652825021484e-13,0.336093270404114,0.945,0.726,1.28399759197001e-08,"6","Numa1"
"Zdhhc201",5.89464575696269e-13,0.387035758501981,0.979,0.783,1.30348301623716e-08,"6","Zdhhc20"
"Jmjd1c3",1.02466759669213e-12,0.306218491109802,1,0.939,2.26584745656532e-08,"6","Jmjd1c"
"Ptpn14",1.05096096144011e-12,0.381095921534972,0.998,0.83,2.32398997403251e-08,"6","Ptpn1"
"Ranbp21",1.10977819069917e-12,0.292175626804213,0.986,0.751,2.45405251309308e-08,"6","Ranbp2"
"Zfc3h12",1.13359212921859e-12,0.418839974939578,0.705,0.556,2.50671227534107e-08,"6","Zfc3h1"
"Pacs1",1.21066245876061e-12,0.382133373589743,0.969,0.768,2.67713789505734e-08,"6","Pacs1"
"1700025G04Rik",1.22758439389347e-12,0.35257395323996,0.802,0.6,2.71455737021662e-08,"6","1700025G04Rik"
"Dnajc11",1.47990806102537e-12,0.387250800671797,0.998,0.966,3.27252069534539e-08,"6","Dnajc1"
"Dnajb11",1.64876383214076e-12,0.351260570836808,1,0.928,3.64591146201286e-08,"6","Dnajb1"
"Ssbp31",1.82189414727492e-12,0.34122718088558,0.644,0.505,4.02875452786903e-08,"6","Ssbp3"
"Virma",2.64272817992802e-12,0.313753528473532,0.708,0.545,5.84386482427484e-08,"6","Virma"
"Klf131",2.67000535668021e-12,0.422331657212338,0.989,0.808,5.90418284522694e-08,"6","Klf13"
"Uhrf22",3.05600624308932e-12,0.399283368537153,0.986,0.778,6.7577466053434e-08,"6","Uhrf2"
"Btbd92",3.2426728017129e-12,0.281786829934419,0.994,0.895,7.17052236642774e-08,"6","Btbd9"
"Hbs1l",3.5883770349115e-12,0.266921763652314,0.971,0.738,7.93497813729979e-08,"6","Hbs1l"
"Etv62",4.20387412890567e-12,0.382659632666617,0.997,0.809,9.29602686124911e-08,"6","Etv6"
"Gnptab1",4.47273608338513e-12,0.250306293871277,0.719,0.54,9.89056130118953e-08,"6","Gnptab"
"Otulin",4.69542533583563e-12,0.406894598598226,0.995,0.877,1.03829940451333e-07,"6","Otulin"
"Kat6a",4.84275338575650e-12,0.269612013117322,0.963,0.727,1.07087805619234e-07,"6","Kat6a"
"Ogt",5.53151998038758e-12,0.338945773074242,0.982,0.769,1.2231850132631e-07,"6","Ogt"
"Gramd1b1",6.5947237186806e-12,0.785791652866205,0.374,0.323,1.45829125591184e-07,"6","Gramd1b"
"Plcg1",1.08473700576141e-11,0.312995573187809,0.718,0.556,2.3986789408402e-07,"6","Plcg1"
"Rbm27",1.09285386955432e-11,0.265518668878746,0.977,0.749,2.41662776174546e-07,"6","Rbm27"
"Tprgl",1.19090762513401e-11,0.257768118885275,0.956,0.732,2.63345403145883e-07,"6","Tprgl"
"Sik11",1.33352119291013e-11,0.749539019732791,0.409,0.356,2.94881541388216e-07,"6","Sik1"
"Eif4g31",1.77232794524015e-11,0.331654726586559,0.994,0.926,3.91914878530954e-07,"6","Eif4g3"
"Mbd2",2.08165315056767e-11,0.46194645614048,0.997,0.892,4.60315961185029e-07,"6","Mbd2"
"Rpsa2",2.29369853879277e-11,0.262073112004574,1,1,5.07205557883246e-07,"6","Rpsa"
"L3mbtl3",3.14113930658939e-11,0.256278959481688,0.937,0.706,6.94600134866111e-07,"6","L3mbtl3"
"Tbc1d11",3.61993408490464e-11,0.416534081492363,0.986,0.782,8.00476024194963e-07,"6","Tbc1d1"
"Foxo1",4.15153219183669e-11,0.941459539699789,0.331,0.297,9.18028313580847e-07,"6","Foxo1"
"Gna132",4.293015038173e-11,0.31159419011944,0.995,0.813,9.49314415391196e-07,"6","Gna13"
"Ccny1",4.40792498912668e-11,0.293805066846591,0.976,0.763,9.74724452845583e-07,"6","Ccny"
"Cyth12",6.93257245619259e-11,0.643542229555582,0.42,0.362,1.53299974723787e-06,"6","Cyth1"
"Tln1",1.01215910718445e-10,0.252855137559877,1,0.98,2.23818743371697e-06,"6","Tln1"
"Cdyl1",1.01755680922223e-10,0.326403978983459,0.626,0.499,2.25012337223313e-06,"6","Cdyl"
"Sh3rf1",1.08284801651303e-10,0.278988907505923,0.885,0.643,2.39450181891527e-06,"6","Sh3rf1"
"Vasp1",1.23656723951549e-10,0.278430431256912,0.983,0.776,2.7344211367406e-06,"6","Vasp"
"Mdp1",1.51246516563519e-10,0.255616843741691,0.649,0.517,3.3445142207691e-06,"6","Mdp1"
"Cdk11b",1.57891909037771e-10,0.368796870735405,0.994,0.857,3.49146378455222e-06,"6","Cdk11b"
"Smg61",1.61683699600176e-10,0.392430436911807,0.997,0.847,3.5753116492587e-06,"6","Smg6"
"Nup153",1.97672925283008e-10,0.303917293897276,0.979,0.757,4.37114139678316e-06,"6","Nup153"
"Wac",2.65568576161495e-10,0.322695814301715,1,0.929,5.87251792465914e-06,"6","Wac"
"Ankrd122",2.89346191634485e-10,0.345690744294521,0.994,0.809,6.39831233561337e-06,"6","Ankrd12"
"Eea13",3.13289926823527e-10,0.286417287654554,0.976,0.733,6.92778015184866e-06,"6","Eea1"
"Dnaja11",3.92120513612918e-10,0.287838157227202,1,0.999,8.67096091752245e-06,"6","Dnaja1"
"Slc10a71",4.71758584523299e-10,0.339215677515797,0.597,0.484,1.04319975795637e-05,"6","Slc10a7"
"Pak21",6.54427549587682e-10,0.298832351005714,1,0.964,1.44713564040324e-05,"6","Pak2"
"Akt32",7.53778745025395e-10,0.314622065147876,0.966,0.748,1.66683093887466e-05,"6","Akt3"
"Adk1",9.20748211954073e-10,0.269352240849674,0.934,0.688,2.03605052109404e-05,"6","Adk"
