"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tmsb4x",0,2.74106744608075,1,0.951,0,"2","Tmsb4x"
"Spp1",0,2.68065262820698,0.681,0.32,0,"2","Spp1"
"Cd86",0,2.67666956263112,0.658,0.049,0,"2","Cd86"
"Osbpl8",0,2.67389825793949,0.998,0.667,0,"2","Osbpl8"
"Mrc1",0,2.59729868855276,0.443,0.032,0,"2","Mrc1"
"Lrmda",0,2.59670571303896,0.993,0.435,0,"2","Lrmda"
"Aif1",0,2.54615165448521,0.617,0.036,0,"2","Aif1"
"Ifi27l2a",0,2.54238168876002,0.854,0.266,0,"2","Ifi27l2a"
"Ms4a7",0,2.50905412674181,0.504,0.034,0,"2","Ms4a7"
"Ifi207",0,2.49964018171296,0.791,0.096,0,"2","Ifi207"
"Slc16a10",0,2.45867543516779,0.599,0.07,0,"2","Slc16a10"
"Psap",0,2.44319333614023,1,0.996,0,"2","Psap"
"Cybb",0,2.43714945791076,0.617,0.049,0,"2","Cybb"
"Ctsb",0,2.43321683622006,1,0.999,0,"2","Ctsb"
"C3ar1",0,2.41535094535107,0.659,0.033,0,"2","C3ar1"
"Cd74",0,2.3561441575827,0.77,0.27,0,"2","Cd74"
"Sgms1",0,2.31717223551515,0.947,0.569,0,"2","Sgms1"
"Rbm47",0,2.31116290654865,0.7,0.067,0,"2","Rbm47"
"Abca1",0,2.30290192598319,0.562,0.129,0,"2","Abca1"
"S100a4",0,2.30115351530436,0.753,0.297,0,"2","S100a4"
"Hmox1",0,2.29916071428713,0.998,0.797,0,"2","Hmox1"
"Lgmn",0,2.28567637007903,0.985,0.618,0,"2","Lgmn"
"Cacna1d",0,2.26678205309255,0.44,0.031,0,"2","Cacna1d"
"Tyrobp",0,2.23778129248847,0.998,0.275,0,"2","Tyrobp"
"Tbxas1",0,2.22683611854684,0.531,0.045,0,"2","Tbxas1"
"Dusp1",0,2.20759059258257,0.996,0.7,0,"2","Dusp1"
"Lilr4b",0,2.19608485570429,0.813,0.138,0,"2","Lilr4b"
"Vav3",0,2.18669344366273,0.723,0.12,0,"2","Vav3"
"Laptm5",0,2.1544621470968,0.801,0.142,0,"2","Laptm5"
"Dab2",0,2.14171014460581,0.561,0.109,0,"2","Dab2"
"Gm42418",0,2.14017667428841,1,1,0,"2","Gm42418"
"Ms4a6c",0,2.13649504982306,0.573,0.03,0,"2","Ms4a6c"
"Basp1",0,2.05551784374501,0.991,0.502,0,"2","Basp1"
"Atf3",0,2.04128742196671,0.999,0.855,0,"2","Atf3"
"Ly6e",0,2.03825234483688,0.841,0.246,0,"2","Ly6e"
"Thbs1",0,2.03660685872842,0.42,0.105,0,"2","Thbs1"
"Dennd1a",0,2.03640295338434,0.995,0.742,0,"2","Dennd1a"
"Xist",0,2.03269591501686,0.868,0.188,0,"2","Xist"
"Lilrb4a",0,2.02778343878592,0.822,0.145,0,"2","Lilrb4a"
"Frmd4b",0,2.02612292258427,0.5,0.071,0,"2","Frmd4b"
"Gm17268",0,2.01720898309318,0.408,0.045,0,"2","Gm17268"
"Plin2",0,2.01690747392737,1,0.898,0,"2","Plin2"
"Slc8a1",0,2.00684101103158,0.506,0.049,0,"2","Slc8a1"
"Fcgr1",0,2.00436218171635,0.556,0.024,0,"2","Fcgr1"
"Tgfbi",0,1.9950398229376,0.476,0.052,0,"2","Tgfbi"
"Trem2",0,1.99307953709974,0.472,0.029,0,"2","Trem2"
"Ms4a6d",0,1.98711315288311,0.586,0.032,0,"2","Ms4a6d"
"Slc28a2",0,1.98696135823238,0.35,0.022,0,"2","Slc28a2"
"Zeb2",0,1.97455799886993,1,0.996,0,"2","Zeb2"
"Lyn",0,1.9733404839846,0.784,0.237,0,"2","Lyn"
"Cd52",0,1.97186326406347,0.923,0.241,0,"2","Cd52"
"Malt1",0,1.96228308539833,0.566,0.225,0,"2","Malt1"
"Plac8",0,1.95717669242001,0.396,0.082,0,"2","Plac8"
"Cyba",0,1.95500842217333,1,0.964,0,"2","Cyba"
"H2-Ab1",0,1.95141487517239,0.521,0.174,0,"2","H2-Ab1"
"Slamf7",0,1.94894072989047,0.531,0.037,0,"2","Slamf7"
"Apobec1",0,1.94685194901912,0.65,0.194,0,"2","Apobec1"
"H2-Aa",0,1.94383503108242,0.408,0.121,0,"2","H2-Aa"
"Rgs2",0,1.94257250394106,0.599,0.199,0,"2","Rgs2"
"Msr1",0,1.93363190990097,0.53,0.02,0,"2","Msr1"
"Ctsc",0,1.92853418460459,0.945,0.582,0,"2","Ctsc"
"Xdh",0,1.92285387506007,0.577,0.05,0,"2","Xdh"
"Il7r",0,1.90044912748445,0.443,0.028,0,"2","Il7r"
"Ifi204",0,1.89646649611448,0.615,0.095,0,"2","Ifi204"
"Fyb",0,1.89540019138222,0.861,0.393,0,"2","Fyb"
"Slc15a3",0,1.88401458094813,0.715,0.107,0,"2","Slc15a3"
"Plk2",0,1.87945948147953,0.556,0.18,0,"2","Plk2"
"Slfn2",0,1.86886108069751,0.813,0.175,0,"2","Slfn2"
"Mtss1",0,1.86562617855144,0.915,0.574,0,"2","Mtss1"
"Dock2",0,1.86230941104985,0.725,0.123,0,"2","Dock2"
"Ctsh",0,1.8497829901554,0.726,0.264,0,"2","Ctsh"
"Mpeg1",0,1.84451132098193,0.576,0.074,0,"2","Mpeg1"
"Fcgr3",0,1.83748157352692,0.593,0.068,0,"2","Fcgr3"
"Lst1",0,1.83368940558771,0.708,0.26,0,"2","Lst1"
"Lcp1",0,1.81326540896038,0.792,0.234,0,"2","Lcp1"
"Ccr5",0,1.80403662229572,0.52,0.032,0,"2","Ccr5"
"Csf1r",0,1.80243326114775,0.566,0.056,0,"2","Csf1r"
"Cd84",0,1.79917192384858,0.6,0.06,0,"2","Cd84"
"Ucp2",0,1.79137587833501,0.664,0.239,0,"2","Ucp2"
"Atp2b1",0,1.7878644758753,0.998,0.917,0,"2","Atp2b1"
"Ccl4",0,1.77508900471227,0.903,0.277,0,"2","Ccl4"
"Emp1",0,1.75305934865449,0.682,0.32,0,"2","Emp1"
"Lpxn",0,1.73795999383211,0.524,0.05,0,"2","Lpxn"
"Camk1d",0,1.73584262473269,0.997,0.867,0,"2","Camk1d"
"Adam8",0,1.73460879086811,0.513,0.057,0,"2","Adam8"
"Syk",0,1.73303384737564,0.67,0.15,0,"2","Syk"
"Btg1",0,1.72590102212359,0.998,0.767,0,"2","Btg1"
"Cfp",0,1.72335877136794,0.519,0.073,0,"2","Cfp"
"Spi1",0,1.72283642735866,0.694,0.11,0,"2","Spi1"
"H2-Eb1",0,1.71897508828299,0.328,0.092,0,"2","H2-Eb1"
"Tnfaip3",0,1.71840465207103,0.644,0.15,0,"2","Tnfaip3"
"Fcgr2b",0,1.71593308700321,0.508,0.051,0,"2","Fcgr2b"
"Ptprc",0,1.71304051270121,0.704,0.126,0,"2","Ptprc"
"Gngt2",0,1.70998700130336,0.476,0.083,0,"2","Gngt2"
"Srgn",0,1.70963147420902,0.949,0.288,0,"2","Srgn"
"Rgl1",0,1.70501144030464,0.969,0.622,0,"2","Rgl1"
"Gda",0,1.7039324165579,0.546,0.078,0,"2","Gda"
"Plek",0,1.69954413088604,0.911,0.209,0,"2","Plek"
"Cd14",0,1.6972888805918,0.621,0.116,0,"2","Cd14"
"Adgre1",0,1.68883506315851,0.431,0.032,0,"2","Adgre1"
"Snx24",0,1.68291749110167,0.86,0.545,0,"2","Snx24"
"Oasl1",0,1.68165763573611,0.361,0.077,0,"2","Oasl1"
"Aff1",0,1.66977488989979,0.934,0.545,0,"2","Aff1"
"Pde7b",0,1.66533855806295,0.466,0.171,0,"2","Pde7b"
"Plcb1",0,1.65919192422192,0.346,0.04,0,"2","Plcb1"
"Hspa1a",0,1.65387276345887,0.45,0.122,0,"2","Hspa1a"
"Alox5ap",0,1.64870988887831,0.589,0.08,0,"2","Alox5ap"
"Apoc2",0,1.64802573608893,0.398,0.02,0,"2","Apoc2"
"Fxyd5",0,1.64448273799032,0.993,0.519,0,"2","Fxyd5"
"Ctsl",0,1.64343384379001,1,0.995,0,"2","Ctsl"
"Cebpb",0,1.64089811740584,0.851,0.308,0,"2","Cebpb"
"Dock10",0,1.63716893714494,0.969,0.516,0,"2","Dock10"
"Aoah",0,1.63010455623853,0.437,0.05,0,"2","Aoah"
"Cd53",0,1.62969922812131,0.69,0.113,0,"2","Cd53"
"Ell2",0,1.62430067191821,0.535,0.203,0,"2","Ell2"
"Picalm",0,1.62358339669678,0.999,0.885,0,"2","Picalm"
"Ahnak",0,1.62041988068752,0.995,0.671,0,"2","Ahnak"
"Pla2g7",0,1.61620696235654,0.546,0.067,0,"2","Pla2g7"
"Bcl2a1b",0,1.60776367702177,0.55,0.087,0,"2","Bcl2a1b"
"Lrp1",0,1.60758117259444,0.599,0.201,0,"2","Lrp1"
"Clec4a1",0,1.60529511258199,0.458,0.044,0,"2","Clec4a1"
"Dleu2",0,1.60286907142022,0.951,0.573,0,"2","Dleu2"
"Cstb",0,1.6008393116292,1,0.902,0,"2","Cstb"
"Fabp5",0,1.59871842999252,1,0.998,0,"2","Fabp5"
"Rap1b",0,1.59425875053902,0.999,0.928,0,"2","Rap1b"
"Sirpa",0,1.5916433760352,0.998,0.773,0,"2","Sirpa"
"Lpl",0,1.58192202072694,0.267,0.038,0,"2","Lpl"
"Klf6",0,1.58087235512231,1,0.957,0,"2","Klf6"
"Nckap1l",0,1.57989837063992,0.458,0.035,0,"2","Nckap1l"
"Rab7b",0,1.57446141823368,0.486,0.034,0,"2","Rab7b"
"Cndp2",0,1.57220452951529,0.923,0.555,0,"2","Cndp2"
"Sh3bgrl3",0,1.56958542039274,1,0.948,0,"2","Sh3bgrl3"
"Metrnl",0,1.56790345781669,0.551,0.174,0,"2","Metrnl"
"Ms4a4c",0,1.56718288610916,0.369,0.021,0,"2","Ms4a4c"
"Iqgap1",0,1.56608381224057,1,0.966,0,"2","Iqgap1"
"Rbpj",0,1.5618038161675,0.993,0.703,0,"2","Rbpj"
"Tgm2",0,1.5581743599206,0.48,0.066,0,"2","Tgm2"
"Coro1a",0,1.55571090049821,0.606,0.138,0,"2","Coro1a"
"Cxcl16",0,1.55444149907135,0.421,0.04,0,"2","Cxcl16"
"Itgam",0,1.54286724492611,0.523,0.065,0,"2","Itgam"
"Dock4",0,1.53920085880428,0.481,0.149,0,"2","Dock4"
"Prdx5",0,1.53532386843473,0.999,0.947,0,"2","Prdx5"
"Iqgap2",0,1.5349570974161,0.549,0.289,0,"2","Iqgap2"
"Gm14636",0,1.5337331689388,0.345,0.035,0,"2","Gm14636"
"Tank",0,1.52485687467065,0.989,0.725,0,"2","Tank"
"Maf",0,1.51176106505144,0.999,0.89,0,"2","Maf"
"Cmss1",0,1.50339954030562,1,0.985,0,"2","Cmss1"
"Zfp36",0,1.50208861127736,0.651,0.275,0,"2","Zfp36"
"4930430E12Rik",0,1.50023634059636,0.424,0.052,0,"2","4930430E12Rik"
"Ifi211",0,1.49656968782335,0.453,0.08,0,"2","Ifi211"
"Rreb1",0,1.48484142590602,0.98,0.683,0,"2","Rreb1"
"Pitpnc1",0,1.48289371527469,0.981,0.653,0,"2","Pitpnc1"
"Slc7a8",0,1.47393920955558,0.398,0.053,0,"2","Slc7a8"
"Arhgap24",0,1.47229724599484,0.469,0.085,0,"2","Arhgap24"
"Rftn1",0,1.46888830435528,0.495,0.072,0,"2","Rftn1"
"F10",0,1.46574575022857,0.527,0.088,0,"2","F10"
"Mcl1",0,1.4654377093941,1,0.957,0,"2","Mcl1"
"Snx18",0,1.44468976662996,0.75,0.369,0,"2","Snx18"
"Tbc1d9",0,1.44431702329293,0.43,0.073,0,"2","Tbc1d9"
"Pirb",0,1.43943342205303,0.486,0.053,0,"2","Pirb"
"Gab2",0,1.43921773528837,0.99,0.682,0,"2","Gab2"
"Alcam",0,1.43825558225129,0.971,0.571,0,"2","Alcam"
"Man1a",0,1.43743440656986,0.58,0.329,0,"2","Man1a"
"Lars2",0,1.43478194596655,0.996,0.883,0,"2","Lars2"
"Sdc3",0,1.43159135589252,0.457,0.093,0,"2","Sdc3"
"Dhrs3",0,1.42834811749279,0.459,0.101,0,"2","Dhrs3"
"Ier5",0,1.42764141917725,0.71,0.314,0,"2","Ier5"
"Sash1",0,1.42696471286514,0.991,0.746,0,"2","Sash1"
"Zmiz1",0,1.42442437657839,0.968,0.586,0,"2","Zmiz1"
"Fbxl5",0,1.40961916101643,0.824,0.574,0,"2","Fbxl5"
"Rnf19b",0,1.40942352024511,0.677,0.358,0,"2","Rnf19b"
"Rab8b",0,1.39826039447584,0.995,0.788,0,"2","Rab8b"
"Abr",0,1.39601247779218,0.983,0.676,0,"2","Abr"
"Runx1",0,1.38834852169382,0.992,0.697,0,"2","Runx1"
"Acp5",0,1.38696328586564,0.314,0.046,0,"2","Acp5"
"Stab1",0,1.38621079851282,0.38,0.047,0,"2","Stab1"
"S100a6",0,1.38603449007119,0.993,0.469,0,"2","S100a6"
"Emilin2",0,1.37555177020201,0.507,0.082,0,"2","Emilin2"
"Tnip3",0,1.37250669294473,0.278,0.015,0,"2","Tnip3"
"Clec4a3",0,1.3715379451944,0.41,0.037,0,"2","Clec4a3"
"Aopep",0,1.36922828433695,0.993,0.741,0,"2","Aopep"
"Elmo1",0,1.35113310272851,0.595,0.135,0,"2","Elmo1"
"Mdfic",0,1.35006434462819,0.736,0.487,0,"2","Mdfic"
"Ifi30",0,1.34565185539552,0.998,0.879,0,"2","Ifi30"
"Cd83",0,1.34528436553598,0.362,0.037,0,"2","Cd83"
"Cdk6",0,1.33913378701815,0.582,0.337,0,"2","Cdk6"
"Cd300lf",0,1.33491314907957,0.458,0.067,0,"2","Cd300lf"
"Fth1",0,1.33413050758911,1,1,0,"2","Fth1"
"Arhgap10",0,1.33356079938517,0.995,0.853,0,"2","Arhgap10"
"Cxcl2",0,1.33248763936888,0.991,0.454,0,"2","Cxcl2"
"Clic4",0,1.33212286149953,0.998,0.892,0,"2","Clic4"
"Ifrd1",0,1.33146946736611,1,0.976,0,"2","Ifrd1"
"Grn",0,1.32948006455423,1,0.977,0,"2","Grn"
"Myo1e",0,1.31898049544947,0.982,0.731,0,"2","Myo1e"
"Fnip2",0,1.31288804820991,0.997,0.817,0,"2","Fnip2"
"Diaph2",0,1.31242842914257,0.956,0.58,0,"2","Diaph2"
"Rnf150",0,1.30708150740839,0.35,0.043,0,"2","Rnf150"
"App",0,1.29772001830582,0.999,0.971,0,"2","App"
"Mdm2",0,1.29754471619361,0.963,0.68,0,"2","Mdm2"
"Arid5b",0,1.29732982965542,0.995,0.785,0,"2","Arid5b"
"Pik3r5",0,1.29700466225866,0.403,0.032,0,"2","Pik3r5"
"Sat1",0,1.29448351669668,0.996,0.842,0,"2","Sat1"
"F7",0,1.29352758770284,0.324,0.021,0,"2","F7"
"Tagln2",0,1.28348784220056,0.905,0.424,0,"2","Tagln2"
"Fcgr4",0,1.2766876865688,0.412,0.052,0,"2","Fcgr4"
"Ms4a6b",0,1.27301260516517,0.355,0.025,0,"2","Ms4a6b"
"Plekhm3",0,1.267630407435,0.522,0.281,0,"2","Plekhm3"
"Peak1",0,1.26542442104041,0.924,0.595,0,"2","Peak1"
"Capg",0,1.26278940755072,1,0.958,0,"2","Capg"
"Efhd2",0,1.26149031022571,0.982,0.635,0,"2","Efhd2"
"Nfkbiz",0,1.25962995448298,0.983,0.611,0,"2","Nfkbiz"
"Blvrb",0,1.2578042666153,0.988,0.741,0,"2","Blvrb"
"Crip1",0,1.25580603268373,0.997,0.908,0,"2","Crip1"
"Clec4d",0,1.25380049889565,0.655,0.137,0,"2","Clec4d"
"Chd7",0,1.25211249694065,0.529,0.214,0,"2","Chd7"
"Pim1",0,1.25103050109745,0.829,0.316,0,"2","Pim1"
"Cd38",0,1.24869121247211,0.341,0.076,0,"2","Cd38"
"Nfkbia",0,1.24603897694244,0.993,0.688,0,"2","Nfkbia"
"Fam107b",0,1.24534977062749,0.39,0.102,0,"2","Fam107b"
"Mertk",0,1.24133413672389,0.341,0.096,0,"2","Mertk"
"Cd44",0,1.23929960338412,1,0.995,0,"2","Cd44"
"Cblb",0,1.23844967693576,0.706,0.422,0,"2","Cblb"
"Fndc3a",0,1.23345564920994,0.986,0.742,0,"2","Fndc3a"
"Atp8b4",0,1.23170275071397,0.4,0.054,0,"2","Atp8b4"
"Bcl2l11",0,1.23142033071397,0.594,0.346,0,"2","Bcl2l11"
"Cd300c2",0,1.2305659569882,0.395,0.033,0,"2","Cd300c2"
"Glipr1",0,1.23009547820558,0.379,0.059,0,"2","Glipr1"
"C5ar1",0,1.22478070648708,0.491,0.076,0,"2","C5ar1"
"Bcl6",0,1.2168196059375,0.457,0.204,0,"2","Bcl6"
"Junb",0,1.21579137697976,0.994,0.736,0,"2","Junb"
"Igsf6",0,1.21333350837574,0.446,0.068,0,"2","Igsf6"
"Gng2",0,1.21022662231972,0.551,0.319,0,"2","Gng2"
"Xylt1",0,1.20616787979936,0.58,0.282,0,"2","Xylt1"
"Kcnk13",0,1.20083345670383,0.32,0.017,0,"2","Kcnk13"
"Gmfg",0,1.19318554329981,0.474,0.105,0,"2","Gmfg"
"A930007I19Rik",0,1.19293511175543,0.429,0.185,0,"2","A930007I19Rik"
"Clec4a2",0,1.18630643499654,0.351,0.027,0,"2","Clec4a2"
"Gna13",0,1.18565150492669,0.992,0.789,0,"2","Gna13"
"Ninj1",0,1.18260821006929,0.998,0.898,0,"2","Ninj1"
"Trim25",0,1.18252618718652,0.718,0.509,0,"2","Trim25"
"Sh3kbp1",0,1.18226766126294,0.989,0.706,0,"2","Sh3kbp1"
"Malat1",0,1.17990358384626,1,1,0,"2","Malat1"
"Diaph1",0,1.17758289961086,0.984,0.683,0,"2","Diaph1"
"Klf4",0,1.16874927981874,0.963,0.619,0,"2","Klf4"
"Klf2",0,1.16632411553536,0.982,0.615,0,"2","Klf2"
"Rbms1",0,1.16628654669107,0.998,0.922,0,"2","Rbms1"
"Cdk14",0,1.16470827004577,0.724,0.498,0,"2","Cdk14"
"Plekho2",0,1.16313763083252,0.519,0.279,0,"2","Plekho2"
"Inpp5d",0,1.16297283950571,0.456,0.083,0,"2","Inpp5d"
"Nrros",0,1.15849726697805,0.443,0.145,0,"2","Nrros"
"Cmip",0,1.15780912192718,0.999,0.844,0,"2","Cmip"
"Ptpro",0,1.15686082848806,0.294,0.026,0,"2","Ptpro"
"Cd274",0,1.1556553397577,0.626,0.313,0,"2","Cd274"
"Epb41l2",0,1.15449334922025,0.988,0.788,0,"2","Epb41l2"
"Plcl2",0,1.15410009820919,0.387,0.05,0,"2","Plcl2"
"Etv6",0,1.15366215438866,0.994,0.785,0,"2","Etv6"
"Pld4",0,1.15326852334822,0.348,0.026,0,"2","Pld4"
"Tpd52",0,1.15271265211451,0.999,0.947,0,"2","Tpd52"
"S100a10",0,1.1511323933227,1,0.961,0,"2","S100a10"
"Fli1",0,1.1508546681224,0.423,0.069,0,"2","Fli1"
"Myo1f",0,1.14952949520401,0.417,0.066,0,"2","Myo1f"
"Fam49b",0,1.14739798905694,0.993,0.85,0,"2","Fam49b"
"Cd180",0,1.14640671602357,0.334,0.019,0,"2","Cd180"
"Trib1",0,1.14242421726051,0.624,0.341,0,"2","Trib1"
"Akap13",0,1.13995871548009,0.987,0.692,0,"2","Akap13"
"Selenop",0,1.13650483567232,0.966,0.678,0,"2","Selenop"
"Tmem106a",0,1.13369675089357,0.447,0.206,0,"2","Tmem106a"
"Fam20c",0,1.13123286165159,0.356,0.119,0,"2","Fam20c"
"Myof",0,1.13104936775423,0.548,0.36,0,"2","Myof"
"Sgk1",0,1.13025112254933,0.379,0.146,0,"2","Sgk1"
"Casp4",0,1.12963247202215,0.428,0.176,0,"2","Casp4"
"Sdc4",0,1.11829901364969,0.995,0.795,0,"2","Sdc4"
"Ifi209",0,1.11737545118757,0.295,0.025,0,"2","Ifi209"
"Gm2a",0,1.11553428072434,0.947,0.619,0,"2","Gm2a"
"Lat2",0,1.11423729868976,0.348,0.053,0,"2","Lat2"
"Dmxl1",0,1.11098243201681,0.953,0.688,0,"2","Dmxl1"
"Jarid2",0,1.10896270027257,0.996,0.875,0,"2","Jarid2"
"Adap2",0,1.10717755344052,0.332,0.019,0,"2","Adap2"
"Vsir",0,1.106063523464,0.397,0.054,0,"2","Vsir"
"Tnf",0,1.10319986633512,0.372,0.075,0,"2","Tnf"
"Ly86",0,1.10063316392128,0.296,0.02,0,"2","Ly86"
"Pde4b",0,1.09461804455081,0.878,0.54,0,"2","Pde4b"
"Ier3",0,1.08875312654518,0.998,0.822,0,"2","Ier3"
"Ptpn18",0,1.0791794570582,0.968,0.662,0,"2","Ptpn18"
"Gadd45b",0,1.07799668921243,0.86,0.398,0,"2","Gadd45b"
"Trps1",0,1.07637136250432,0.991,0.792,0,"2","Trps1"
"Gas7",0,1.07604529372184,0.912,0.633,0,"2","Gas7"
"Irf7",0,1.06938613932835,0.413,0.186,0,"2","Irf7"
"Cd93",0,1.0690983362176,0.343,0.036,0,"2","Cd93"
"Cyth4",0,1.06877451534145,0.395,0.051,0,"2","Cyth4"
"Fbxw11",0,1.06747482651332,0.995,0.86,0,"2","Fbxw11"
"Clec12a",0,1.06412420273129,0.297,0.018,0,"2","Clec12a"
"Itm2b",0,1.06363337940731,1,0.997,0,"2","Itm2b"
"Plaur",0,1.06265523570505,0.407,0.118,0,"2","Plaur"
"Notch2",0,1.06230579507469,0.453,0.243,0,"2","Notch2"
"Epsti1",0,1.06102853379208,0.377,0.044,0,"2","Epsti1"
"Hk3",0,1.0604803984296,0.341,0.03,0,"2","Hk3"
"Hcls1",0,1.04862231168379,0.394,0.071,0,"2","Hcls1"
"March1",0,1.0482541033771,0.305,0.027,0,"2","March1"
"Bcar3",0,1.04230815409975,0.27,0.065,0,"2","Bcar3"
"H2-Q7",0,1.041242487228,0.388,0.088,0,"2","H2-Q7"
"Fermt3",0,1.03934112884514,0.399,0.112,0,"2","Fermt3"
"Arhgap17",0,1.03735084800399,0.857,0.584,0,"2","Arhgap17"
"Ubash3b",0,1.03681373748931,0.964,0.647,0,"2","Ubash3b"
"Gphn",0,1.03624725690057,0.999,0.964,0,"2","Gphn"
"Irf8",0,1.03295413990953,0.423,0.108,0,"2","Irf8"
"Ptgs2",0,1.03119754672153,0.299,0.082,0,"2","Ptgs2"
"Rel",0,1.0299312161982,0.849,0.529,0,"2","Rel"
"Itgb2",0,1.0279239478282,0.372,0.061,0,"2","Itgb2"
"Csf2ra",0,1.02692062319435,0.448,0.241,0,"2","Csf2ra"
"Nfkb1",0,1.02680121232233,0.974,0.666,0,"2","Nfkb1"
"Cers6",0,1.02438473654778,0.991,0.836,0,"2","Cers6"
"Pik3ap1",0,1.02208076294532,0.564,0.117,0,"2","Pik3ap1"
"Zswim6",0,1.02145314028385,0.992,0.769,0,"2","Zswim6"
"Arl4c",0,1.01962348797701,0.323,0.042,0,"2","Arl4c"
"Unc93b1",0,1.01789956486175,0.387,0.133,0,"2","Unc93b1"
"Il4ra",0,1.01441964238392,0.352,0.068,0,"2","Il4ra"
"Csf2rb",0,1.01212195104211,0.323,0.045,0,"2","Csf2rb"
"Fbxo11",0,1.01153956589813,0.983,0.736,0,"2","Fbxo11"
"Btg2",0,1.00836421007174,0.675,0.341,0,"2","Btg2"
"Mcub",0,1.00643702100025,0.334,0.055,0,"2","Mcub"
"Eepd1",0,1.00424245423537,0.273,0.023,0,"2","Eepd1"
"Samhd1",0,1.00233574077937,0.701,0.475,0,"2","Samhd1"
"AY036118",0,0.998587163532891,0.987,0.862,0,"2","AY036118"
"H2-D1",0,0.998240945364471,0.999,0.936,0,"2","H2-D1"
"Lair1",0,0.997487710417332,0.295,0.02,0,"2","Lair1"
"Rasa4",0,0.996520449145514,0.313,0.039,0,"2","Rasa4"
"Npc2",0,0.995101777839116,1,1,0,"2","Npc2"
"Ptpre",0,0.992794596481626,0.411,0.157,0,"2","Ptpre"
"Ndrg1",0,0.992528538652472,0.871,0.579,0,"2","Ndrg1"
"Arhgap15",0,0.99184002776106,0.371,0.102,0,"2","Arhgap15"
"Rnh1",0,0.99104344313949,0.995,0.91,0,"2","Rnh1"
"Creb5",0,0.982184019689911,0.987,0.703,0,"2","Creb5"
"B2m",0,0.981948071692784,1,1,0,"2","B2m"
"Tnfrsf1b",0,0.979783582440349,0.398,0.075,0,"2","Tnfrsf1b"
"H2-K1",0,0.978172191052313,0.999,0.914,0,"2","H2-K1"
"Slfn5",0,0.978164481297369,0.327,0.06,0,"2","Slfn5"
"Apbb1ip",0,0.976875142249908,0.499,0.235,0,"2","Apbb1ip"
"Nlrp3",0,0.974773023456147,0.479,0.099,0,"2","Nlrp3"
"Lrrc25",0,0.9689009176147,0.367,0.051,0,"2","Lrrc25"
"Rnf149",0,0.966387194689762,0.685,0.42,0,"2","Rnf149"
"Ctsa",0,0.965008852584704,0.998,0.902,0,"2","Ctsa"
"Ehd4",0,0.957157696905141,0.879,0.6,0,"2","Ehd4"
"Cdk8",0,0.956293926063029,0.989,0.821,0,"2","Cdk8"
"Srgap2",0,0.954088787037122,0.988,0.808,0,"2","Srgap2"
"Itpkb",0,0.948272379609028,0.917,0.618,0,"2","Itpkb"
"Mapre2",0,0.947633685092694,0.975,0.708,0,"2","Mapre2"
"Sh3bgrl",0,0.946841323064857,0.984,0.757,0,"2","Sh3bgrl"
"Mir142hg",0,0.945636106571638,0.451,0.109,0,"2","Mir142hg"
"H2-DMa",0,0.94439162160678,0.291,0.091,0,"2","H2-DMa"
"Rassf4",0,0.94372057595081,0.295,0.03,0,"2","Rassf4"
"Snx5",0,0.941377504279216,0.997,0.934,0,"2","Snx5"
"Lcp2",0,0.936919351193138,0.316,0.044,0,"2","Lcp2"
"Gnaq",0,0.93527042422626,0.997,0.887,0,"2","Gnaq"
"Clec4e",0,0.929501978603058,0.489,0.129,0,"2","Clec4e"
"Rhob",0,0.927838384632808,0.991,0.808,0,"2","Rhob"
"Man2a1",0,0.92175877205113,0.981,0.756,0,"2","Man2a1"
"Entpd1",0,0.920643550777732,0.342,0.07,0,"2","Entpd1"
"Psmb8",0,0.920466701304602,0.982,0.55,0,"2","Psmb8"
"Tiparp",0,0.917281503033713,0.997,0.887,0,"2","Tiparp"
"Zfand5",0,0.913522929035518,1,0.991,0,"2","Zfand5"
"Mef2a",0,0.913053475520433,0.983,0.762,0,"2","Mef2a"
"Nfe2l2",0,0.910196141958963,0.998,0.932,0,"2","Nfe2l2"
"Prex1",0,0.909958021312387,0.317,0.052,0,"2","Prex1"
"AW112010",0,0.908159433749845,0.277,0.061,0,"2","AW112010"
"Jmjd1c",0,0.903987429259214,0.999,0.931,0,"2","Jmjd1c"
"Slc11a1",0,0.903800686848931,0.304,0.032,0,"2","Slc11a1"
"Pnp",0,0.89743485634301,0.79,0.548,0,"2","Pnp"
"Dock8",0,0.896577237650837,0.333,0.108,0,"2","Dock8"
"Por",0,0.892342341249568,0.972,0.713,0,"2","Por"
"Litaf",0,0.892218996987543,1,0.989,0,"2","Litaf"
"Ets2",0,0.891886152606697,0.483,0.235,0,"2","Ets2"
"Ctsd",0,0.891245161530616,1,1,0,"2","Ctsd"
"Hilpda",0,0.890734931503888,0.977,0.703,0,"2","Hilpda"
"Fn1",0,0.886111368442474,0.64,0.38,0,"2","Fn1"
"Smim3",0,0.884099252494229,0.287,0.053,0,"2","Smim3"
"Hck",0,0.881829880871695,0.298,0.048,0,"2","Hck"
"Clec4n",0,0.880090274050761,0.273,0.052,0,"2","Clec4n"
"Sdcbp",0,0.879124829697896,1,0.992,0,"2","Sdcbp"
"Azin1",0,0.87063536487645,0.987,0.795,0,"2","Azin1"
"Osbpl9",0,0.870314258368127,0.958,0.708,0,"2","Osbpl9"
