"","C_p_val","C_avg_log2FC","C_pct.1","C_pct.2","C_p_val_adj","T_p_val","T_avg_log2FC","T_pct.1","T_pct.2","T_p_val_adj","max_pval","minimump_p_val"
"Lrp12",2.77313394509853e-141,1.24364695710002,0.392,0.228,6.13223109279639e-137,0.000422691905328992,0.554762703945173,0.218,0.217,1,0.000422691905328992,5.54626789019708e-141
"Sp4",2.82296670815117e-141,-0.368127223564563,0.081,0.356,6.24242628173468e-137,1.58210073647157e-85,-0.333163468147706,0.079,0.345,3.49849935855959e-81,1.58210073647157e-85,5.64593341630246e-141
"Abhd10",2.96909233842992e-141,-0.29069694576182,0.104,0.392,6.56555388797009e-137,4.37993398701363e-109,-0.37656255085206,0.101,0.414,9.68534802548323e-105,4.37993398701363e-109,5.93818467685979e-141
"Dkk3",3.02925499648895e-141,-0.559208428497305,0.961,0.848,6.69859157373602e-137,3.14436261879744e-140,-0.5535710135752,0.967,0.87,6.95312905894678e-136,3.14436261879744e-140,6.05850999297809e-141
"Hnrnpu",3.30030662830159e-141,-0.357097161288826,1,0.999,7.2979680471633e-137,2.58045177202447e-94,-0.373376839695074,1,0.999,5.70615300347771e-90,2.58045177202447e-94,6.60061325660319e-141
"Pwwp2a",3.59958409992804e-141,-0.29669773385105,0.143,0.441,7.95976032017087e-137,8.58080521138458e-94,-0.346697217586435,0.101,0.392,1.89747345639347e-89,8.58080521138458e-94,7.19916819985612e-141
"Emb",3.67936574012649e-141,0.629809011805504,0.974,0.743,8.13618146114171e-137,2.17417979865939e-54,0.495560564172213,0.963,0.762,4.80776378877551e-50,2.17417979865939e-54,7.35873148025288e-141
"Tmem250-ps",3.81001058861471e-141,-0.305901795679676,0.051,0.301,8.42507641460371e-137,8.69357394046104e-101,-0.373088792529399,0.064,0.347,1.92241000545415e-96,8.69357394046104e-101,7.62002117722959e-141
"Jam3",3.85717616352918e-141,-0.349722318755599,0.02,0.243,8.52937365041207e-137,8.66933485809315e-76,-0.313464999706082,0.026,0.234,1.91705001717014e-71,8.66933485809315e-76,7.71435232705836e-141
"Naip2",3.89170810647477e-141,0.572535738356894,0.163,0.037,8.60573413584766e-137,7.71105139126898e-99,0.471078897193584,0.158,0.038,1.70514479415131e-94,7.71105139126898e-99,7.78341621294944e-141
"Cracr2b",4.50617367905692e-141,-0.330243638844766,0.04,0.281,9.96450185649857e-137,1.74827687036686e-89,-0.347305565760927,0.05,0.301,3.86596464344224e-85,1.74827687036686e-89,9.01234735811385e-141
"Pdlim1",5.2681476510708e-121,-0.410016129944993,0.223,0.498,1.16494549008129e-116,4.65545371751676e-141,-0.570203279041683,0.128,0.481,1.02946048055448e-136,5.2681476510708e-121,9.31090743503334e-141
"Cdca4",4.96600561436319e-141,-0.329840568589187,0.072,0.34,1.09813282150413e-136,6.00254443096216e-96,-0.368936326974075,0.074,0.358,1.32734265001866e-91,6.00254443096216e-96,9.9320112287265e-141
"Ndufa6",5.59078134652906e-141,-0.315611326480512,1,0.997,1.23628947915797e-136,2.52186515006617e-80,-0.270977128544818,0.999,0.998,5.57660040634132e-76,2.52186515006617e-80,1.11815626930581e-140
"Map3k10",5.71167964025928e-141,-0.316208775889135,0.047,0.294,1.26302371885053e-136,7.9435965968317e-87,-0.312628428588125,0.064,0.321,1.75656751545739e-82,7.9435965968317e-87,1.14233592805183e-140
"Cacnb3",5.91993022618084e-141,-0.393598732381741,0.019,0.242,1.30907417091537e-136,3.90460926027044e-82,-0.334248219827445,0.034,0.262,8.63426245723603e-78,3.90460926027044e-82,1.18398604523617e-140
"Hltf",6.30296235983902e-141,-0.327073738932302,0.247,0.545,1.3937740666312e-136,2.99076431686774e-86,-0.310152508086324,0.264,0.556,6.61347713388964e-82,2.99076431686774e-86,1.26059247196784e-140
"Coq10a",6.83066480571165e-141,-0.305467658179434,0.076,0.347,1.51046490848702e-136,3.77186224961592e-81,-0.273420354567427,0.097,0.366,8.34071899257569e-77,3.77186224961592e-81,1.36613296114231e-140
"Polr2g",7.17547145533034e-141,-0.316318834675971,0.988,0.943,1.5867120029172e-136,7.75052442429057e-59,-0.257407092159734,0.988,0.926,1.71387346594337e-54,7.75052442429057e-59,1.43509429106607e-140
"Dmac2l",7.6834589948512e-141,-0.353984695758931,0.051,0.301,1.69904328753145e-136,1.74114108913054e-95,-0.381383583445625,0.049,0.316,3.85018529039437e-91,1.74114108913054e-95,1.53669179897027e-140
"Med22",7.98502661686038e-141,-0.310323479042037,0.053,0.305,1.76572893578634e-136,8.47261620285636e-103,-0.378743508457688,0.051,0.328,1.87354962093763e-98,8.47261620285636e-103,1.59700532337204e-140
"Yars2",8.22582962896287e-141,-0.308785203457002,0.034,0.271,1.81897770585256e-136,1.46168300291551e-77,-0.28369790672207,0.046,0.272,3.23221962434706e-73,1.46168300291551e-77,1.64516592579259e-140
"Atpsckmt",8.98012732278325e-141,-0.301835359651207,0.085,0.363,1.98577555488706e-136,6.48137922048236e-90,-0.33122513148611,0.115,0.402,1.43322738702526e-85,6.48137922048236e-90,1.79602546455661e-140
"Pex19",9.85081181026941e-141,-0.330933544244465,0.278,0.569,2.17831001560487e-136,3.28315513413208e-86,-0.311259204378835,0.285,0.575,7.26004094810626e-82,3.28315513413208e-86,1.97016236205391e-140
"Kif11",1.07704606559134e-140,-0.575573929368944,0.044,0.285,2.38167196484212e-136,6.59334773899279e-103,-0.627208238569436,0.144,0.429,1.45798698552348e-98,6.59334773899279e-103,2.15409213118264e-140
"Slc31a2",5.5486827705319e-28,0.339066741557491,0.224,0.153,1.22698022104772e-23,1.31024525197969e-140,0.883977043797718,0.382,0.155,2.89734532570268e-136,5.5486827705319e-28,2.62049050395941e-140
"Klra2",1.54846349853591e-140,0.512730410652557,0.159,0.033,3.42411733431246e-136,1.63805502219964e-90,0.338365060975857,0.121,0.023,3.62223107059006e-86,1.63805502219964e-90,3.0969269970718e-140
"Cav2",1.83629458996895e-140,-0.30405790669013,0.049,0.3,4.06059822679834e-136,4.77082887091125e-82,-0.307010514331054,0.058,0.301,1.0549733882246e-77,4.77082887091125e-82,3.67258917993787e-140
"Txnrd2",1.84564891876735e-140,-0.354105194332428,0.256,0.547,4.08128345407024e-136,5.73630379083351e-104,-0.3586501640644,0.219,0.541,1.26846885726701e-99,5.73630379083351e-104,3.6912978375346e-140
"Mrgbp",1.97062132240823e-140,-0.302678179534949,0.06,0.319,4.35763493024133e-136,3.56880277452624e-87,-0.320153494391339,0.053,0.304,7.89169357530988e-83,3.56880277452624e-87,3.9412426448165e-140
"Disp1",2.27473674158457e-140,-0.294417876923078,0.14,0.436,5.03012535666595e-136,7.89405401170102e-109,-0.380453939728123,0.213,0.537,1.74561216360745e-104,7.89405401170102e-109,4.54947348316903e-140
"Dut",2.52453213800719e-140,-0.783890378413287,0.988,0.913,5.5824979167753e-136,2.12816732002768e-108,-0.754798929007207,0.982,0.92,4.7060163947772e-104,2.12816732002768e-108,5.04906427601451e-140
"Mettl15",2.74006401039047e-140,-0.331021131025917,0.048,0.294,6.05910354617645e-136,2.39667079654566e-86,-0.321401983172048,0.052,0.303,5.29975813240141e-82,2.39667079654566e-86,5.48012802078097e-140
"Dixdc1",2.82872573556341e-140,-0.329014412251501,0.018,0.239,6.25516121905137e-136,5.25713753057209e-87,-0.339566923765223,0.023,0.253,1.16251082213541e-82,5.25713753057209e-87,5.65745147112678e-140
"Mrpl37",2.95652411055047e-140,-0.294734294295996,0.084,0.36,6.53776176566025e-136,3.31160640463878e-86,-0.288012927110827,0.132,0.422,7.32295524257773e-82,3.31160640463878e-86,5.91304822110087e-140
"Inhba",7.1541039563602e-94,0.987282282929504,0.185,0.063,1.58198700786993e-89,3.05186721732536e-140,1.03355361970386,0.196,0.041,6.74859397767156e-136,7.1541039563602e-94,6.10373443465087e-140
"Rnf40",3.33651834324545e-140,-0.306451941088068,0.079,0.35,7.37804301241866e-136,2.84342707536134e-92,-0.325831508829163,0.083,0.365,6.28767029174653e-88,2.84342707536134e-92,6.67303668649072e-140
"Susd6",3.58430694907838e-140,0.522190938563458,0.952,0.682,7.92597795649703e-136,2.41509084683321e-108,0.633940766078321,0.874,0.621,5.34049038960228e-104,2.41509084683321e-108,7.16861389815698e-140
"Arf5",6.66676828740319e-139,-0.295535067118561,1,1,1.47422247139347e-134,3.67197972854757e-140,-0.363426952695811,1,0.999,8.11984877373724e-136,6.66676828740319e-139,7.34395945709534e-140
"Jpt2",3.78540855831322e-140,-0.329590806311199,0.069,0.334,8.37067394499802e-136,3.69865566018595e-95,-0.336350319441184,0.126,0.427,8.17883726136919e-91,3.69865566018595e-95,7.57081711662634e-140
"Entpd6",4.07837851839208e-140,-0.314237552746548,0.053,0.303,9.0185184177204e-136,3.83775611906179e-85,-0.312186330365814,0.069,0.33,8.48643010608135e-81,3.83775611906179e-85,8.15675703678399e-140
"Pigf",4.44659644342694e-140,-0.313657590359803,0.046,0.292,9.83275871535e-136,8.28518946470107e-79,-0.27965268840982,0.064,0.307,1.83210394632935e-74,8.28518946470107e-79,8.89319288685378e-140
"Mt2",4.88849425825149e-140,-0.59461228775626,0.999,0.991,1.08099273532715e-135,7.87471739404127e-81,-0.419757807704693,1,0.992,1.74133625734435e-76,7.87471739404127e-81,9.77698851650288e-140
"Tusc2",4.986027491225e-140,-0.280400291969311,0.083,0.36,1.10256025913458e-135,1.58936457096314e-83,-0.291379512557222,0.115,0.397,3.5145618757708e-79,1.58936457096314e-83,9.97205498244978e-140
"Ggact",5.48816136173593e-140,-0.309777882245649,0.022,0.248,1.21359712192067e-135,4.45833612998651e-72,-0.27106649413734,0.042,0.255,9.85871868423918e-68,4.45833612998651e-72,1.09763227234717e-139
"Ecd",5.49180380184604e-140,-0.291484699083128,0.085,0.363,1.21440257470222e-135,7.09874163788998e-99,-0.333854004116963,0.115,0.419,1.56974473838661e-94,7.09874163788998e-99,1.09836076036918e-139
"E2f6",8.04764455683846e-140,-0.316192290004864,0.044,0.287,1.77957564085369e-135,2.59077397175925e-87,-0.320893983444345,0.043,0.287,5.72897848375122e-83,2.59077397175925e-87,1.60952891136765e-139
"Hist3h2a",8.89291882320324e-140,-0.376632922943157,0.09,0.364,1.96649113937493e-135,1.5342153898248e-89,-0.395988448791422,0.121,0.407,3.39261049151958e-85,1.5342153898248e-89,1.7785837646407e-139
"Polr2h",1.0798174792729e-139,-0.323809294168943,0.265,0.559,2.38780039191616e-135,2.16787303387022e-115,-0.387631004338284,0.137,0.469,4.79381763979723e-111,2.16787303387022e-115,2.15963495854586e-139
"1110059G10Rik",1.19220817251311e-139,-0.283485391976142,0.189,0.495,2.63632993187824e-135,8.91389642077529e-106,-0.322153816543342,0.186,0.518,1.97112991552604e-101,8.91389642077529e-106,2.38441634502626e-139
"Uvrag",1.19309435755893e-139,0.609607631777478,0.996,0.908,2.63828955287007e-135,3.49090443928219e-91,0.651938105865529,0.994,0.898,7.71943698658472e-87,3.49090443928219e-91,2.38618871511792e-139
"Ints4",1.21170540182843e-139,-0.285459377862507,0.066,0.328,2.67944415506321e-135,9.9737316310583e-88,-0.306175574578235,0.076,0.343,2.20549127557592e-83,9.9737316310583e-88,2.4234108036569e-139
"Dnajc17",1.35410840856921e-139,-0.276995480309646,0.082,0.356,2.9943399238691e-135,1.4908183213078e-92,-0.316003042583238,0.086,0.371,3.29664655390794e-88,1.4908183213078e-92,2.70821681713847e-139
"Wnk1",1.38234989732793e-139,0.634919555304261,1,0.987,3.05679032796124e-135,2.44959210977774e-40,0.415095629035108,0.999,0.984,5.41678303235151e-36,2.44959210977774e-40,2.76469979465591e-139
"Gm49497",1.54021810371734e-139,-0.317554509933689,0.017,0.236,3.40588429275016e-135,4.15403491640493e-89,-0.341205336825232,0.023,0.255,9.18581741064621e-85,4.15403491640493e-89,3.08043620743471e-139
"Kif1bp",1.63853459428539e-139,-0.312209602390197,0.102,0.386,3.62329154834329e-135,1.01530591458143e-89,-0.334611384511757,0.082,0.361,2.24514596891391e-85,1.01530591458143e-89,3.2770691885707e-139
"Nelfa",2.00833237117138e-139,-0.286440362216477,0.076,0.345,4.44102537237127e-135,7.77055065582491e-93,-0.323129791375814,0.072,0.348,1.71830186652256e-88,7.77055065582491e-93,4.01666474234284e-139
"Cfap54",1.45785887757851e-109,-0.551925538112673,0.957,0.826,3.22376333598936e-105,2.10297136483913e-139,-0.565407867788485,0.967,0.87,4.65030057906877e-135,1.45785887757851e-109,4.20594272967815e-139
"Fat1",2.31012389756076e-139,-0.441967260472634,0.362,0.6,5.10837697467611e-135,3.08676501181721e-89,-0.41255648709288,0.33,0.585,6.82576347063141e-85,3.08676501181721e-89,4.62024779512141e-139
"Epb41",2.33927147223815e-139,0.570038525233208,0.923,0.665,5.17283100656021e-135,8.63544565914418e-41,0.404764165925617,0.793,0.62,1.90955609860655e-36,8.63544565914418e-41,4.67854294447643e-139
"Nfs1",2.36585413405521e-139,-0.307508387581683,0.082,0.357,5.23161324663628e-135,4.4281306614734e-92,-0.340764059620328,0.077,0.355,9.79192533171613e-88,4.4281306614734e-92,4.73170826811032e-139
"Prodh",2.60218780146353e-139,-0.328238519470407,0.024,0.25,5.75421788537631e-135,1.07084583607119e-91,-0.358658740670375,0.031,0.274,2.36796139730421e-87,1.07084583607119e-91,5.20437560292708e-139
"Idh3g",3.24169106060981e-139,-0.314424391635171,0.991,0.952,7.16835144232648e-135,1.75047005355046e-65,-0.26499027145016,0.991,0.954,3.87081442941613e-61,1.75047005355046e-65,6.48338212121959e-139
"Mien1",3.26571389053955e-139,-0.322710836353247,1,0.984,7.22147312615011e-135,6.91860563593452e-73,-0.280312762894054,0.999,0.99,1.5299112642742e-68,6.91860563593452e-73,6.53142778107917e-139
"Hint3",3.47621565393354e-139,-0.30560901719677,0.144,0.441,7.68695567554323e-135,2.89254420099069e-99,-0.333596546937455,0.217,0.538,6.39628299165071e-95,2.89254420099069e-99,6.95243130786723e-139
"Dnal1",3.65356025126076e-139,-0.332191991744752,0.025,0.251,8.07911778361291e-135,1.21347111707748e-75,-0.300557031033031,0.032,0.245,2.68334868119344e-71,1.21347111707748e-75,7.30712050252141e-139
"Mettl21a",4.1754742443543e-139,-0.302391542024338,0.037,0.276,9.23322619654067e-135,2.34035589720261e-70,-0.271273265089898,0.04,0.247,5.17522899548412e-66,2.34035589720261e-70,8.35094848870866e-139
"Fam20b",5.4852211672687e-139,-0.294569603419239,0.164,0.462,1.21294695671813e-134,9.63215721137901e-95,-0.312987999653026,0.153,0.46,2.12995892415224e-90,9.63215721137901e-95,1.09704423345373e-138
"Eif2b3",6.63751818008047e-139,-0.384295474234825,0.241,0.531,1.46775439516119e-134,3.39519508988027e-53,-0.303524761600922,0.354,0.566,7.50779490225223e-49,3.39519508988027e-53,1.32750363601608e-138
"Hmgxb3",6.89395709452075e-139,-0.298933689043027,0.135,0.428,1.52446073231137e-134,2.67387961170021e-79,-0.271005001146766,0.138,0.418,5.91274998535268e-75,2.67387961170021e-79,1.37879141890414e-138
"Lpin2",7.06215840950149e-139,0.567079330980262,0.934,0.684,1.56165508909306e-134,1.31517646944178e-93,0.618967718847195,0.858,0.632,2.90824972687661e-89,1.31517646944178e-93,1.41243168190027e-138
"Rad51",7.08823373857631e-139,-0.4907981151691,0.031,0.261,1.56742112661138e-134,1.79408134791192e-97,-0.524107033811401,0.06,0.327,3.96725208463762e-93,1.79408134791192e-97,1.41764674771524e-138
"Mfsd10",8.85227545512089e-139,-0.303259187495015,0.154,0.452,1.95750367139088e-134,8.80111727152301e-100,-0.344630647123004,0.16,0.475,1.94619106225188e-95,8.80111727152301e-100,1.7704550910242e-138
"Snrpd1",1.0096212197356e-138,-0.402581491373371,1,0.995,2.23257540320134e-134,2.64458074857635e-116,-0.447820601499472,1,0.994,5.84796140932688e-112,2.64458074857635e-116,2.01924243947116e-138
"Stmn1",2.86890635763536e-112,-0.883352579089606,0.995,0.892,6.34401262863907e-108,1.17104923455539e-138,-0.913678328601895,0.989,0.94,2.58954117237233e-134,2.86890635763536e-112,2.34209846911078e-138
"Nlgn1",1.19575520609026e-138,-0.649572036287807,0.248,0.492,2.64417348722738e-134,9.18760718787856e-09,-0.357090089518995,0.594,0.557,0.000203165557745559,9.18760718787856e-09,2.3915104121805e-138
"Cotl1",1.2458910878879e-138,0.582040921981307,1,0.989,2.75503896264652e-134,9.50306395783073e-70,0.409256451330415,1,0.992,2.10141253299511e-65,9.50306395783073e-70,2.49178217577577e-138
"Ppm1g",1.28544367079744e-138,-0.391301433216623,0.988,0.904,2.84250158923439e-134,9.70672969013165e-66,-0.338576564390684,0.988,0.919,2.14644913637881e-61,9.70672969013165e-66,2.57088734159493e-138
"Eif3g",1.29216728834769e-138,-0.346967341080005,0.996,0.975,2.85736952472324e-134,7.06656684445109e-110,-0.375964643084169,0.997,0.98,1.56262992631347e-105,7.06656684445109e-110,2.58433457669531e-138
"Ppie",1.29563382302244e-138,-0.320623656571202,0.272,0.564,2.86503507284953e-134,4.49115446433766e-121,-0.370780633514575,0.18,0.529,9.93128986698986e-117,4.49115446433766e-121,2.59126764604489e-138
"Spindoc",1.52858209874821e-138,-0.316145849361751,0.074,0.342,3.38015359496192e-134,4.80124069705515e-85,-0.310956540781771,0.077,0.341,1.06169835533981e-80,4.80124069705515e-85,3.05716419749646e-138
"Clk2",1.58882067531586e-138,-0.300202917232356,0.169,0.472,3.51335915932596e-134,2.80868386393347e-90,-0.312369582068497,0.148,0.448,6.21084262831607e-86,2.80868386393347e-90,3.17764135063181e-138
"Lrrc14",1.63469144609167e-138,-0.299653732194417,0.049,0.295,3.6147931947425e-134,2.61747368120956e-82,-0.290360677679272,0.074,0.328,5.78801955125869e-78,2.61747368120956e-82,3.26938289218331e-138
"Zeb2os",1.88938855488665e-138,0.840166751253669,0.295,0.126,4.17800491142084e-134,6.13707260916442e-37,0.5545281191892,0.213,0.117,1.35709086606453e-32,6.13707260916442e-37,3.77877710977325e-138
"Ilf2",1.91120604029147e-138,-0.361508760953388,0.974,0.895,4.22624991689653e-134,2.92364763193065e-96,-0.396176410374308,0.972,0.875,6.46506200848825e-92,2.92364763193065e-96,3.82241208058291e-138
"Fam241b",1.96056449312305e-138,-0.317718165479834,0.016,0.232,4.33539626364301e-134,2.26361248089356e-76,-0.286110510478714,0.021,0.228,5.00552627899994e-72,2.26361248089356e-76,3.92112898624606e-138
"Dcdc2a",2.41154848470865e-50,-0.31664443459325,0.558,0.622,5.33265716423623e-46,2.06296174445e-138,-0.523721025064377,0.215,0.553,4.56182730550229e-134,2.41154848470865e-50,4.12592348890012e-138
"Fadd",2.13207793978542e-138,-0.302461629071863,0.064,0.321,4.71466394824751e-134,2.24099404429188e-109,-0.384696363529282,0.062,0.36,4.95551013014263e-105,2.24099404429188e-109,4.2641558795709e-138
"Rabep2",2.26874306403155e-138,-0.308506370113118,0.062,0.319,5.01687153749298e-134,1.08293840084941e-98,-0.353413888411678,0.064,0.345,2.39470168579829e-94,1.08293840084941e-98,4.53748612806318e-138
"Tmem29",2.9695195673687e-138,-0.288700628815968,0.056,0.309,6.56649861932241e-134,1.51788467825122e-83,-0.305548230906948,0.074,0.333,3.35649838901691e-79,1.51788467825122e-83,5.93903913473733e-138
"Gcdh",3.01970023217145e-138,-0.302899888298011,0.037,0.273,6.67746312340072e-134,5.45678482661499e-90,-0.329140416333983,0.045,0.295,1.20665882870937e-85,5.45678482661499e-90,6.03940046434295e-138
"Grasp",3.11503997042056e-138,-0.339539932005384,0.044,0.286,6.88828788659098e-134,3.48304871830547e-97,-0.356889944857633,0.056,0.329,7.70206563078888e-93,3.48304871830547e-97,6.23007994084114e-138
"Sae1",3.42736746384867e-138,-0.42827464233822,0.993,0.924,7.57893767280857e-134,4.16087040862229e-66,-0.362104094452626,0.987,0.926,9.20093273458647e-62,4.16087040862229e-66,6.85473492769736e-138
"Guk1",3.60196587540507e-138,-0.373250748264713,0.977,0.893,7.96502714028324e-134,6.22866427352422e-110,-0.388099682507144,0.984,0.913,1.37734453080441e-105,6.22866427352422e-110,7.20393175080995e-138
"Mlh1",4.88738226891593e-138,-0.310625294566921,0.04,0.278,1.08074684112538e-133,1.00889006107035e-85,-0.306222077165418,0.047,0.292,2.23095859204486e-81,1.00889006107035e-85,9.77476453783182e-138
"Prpf3",5.16076469297046e-138,-0.303334361181166,0.106,0.39,1.14119989655656e-133,5.25368481637344e-91,-0.32088703707443,0.107,0.397,1.16174732344466e-86,5.25368481637344e-91,1.03215293859408e-137
"P3h3",5.52247192474796e-138,-0.439386556319746,0.338,0.584,1.22118421671952e-133,4.15331170499332e-132,-0.497608262770804,0.104,0.443,9.18421817325174e-128,4.15331170499332e-132,1.10449438494958e-137
"Tfdp1",5.67360690149906e-138,-0.357642657435022,0.219,0.509,1.25460469412849e-133,1.02636517030203e-80,-0.333588989836647,0.282,0.551,2.26960130108888e-76,1.02636517030203e-80,1.13472138029985e-137
"Tet2",5.74316453183078e-138,0.559449806916122,0.958,0.706,1.26998597292374e-133,2.05499949271633e-60,0.49786745768696,0.793,0.606,4.54422037824363e-56,2.05499949271633e-60,1.14863290636618e-137
"Zfp672",6.11656273200649e-138,-0.307249474296835,0.063,0.321,1.3525555169286e-133,6.87413516924855e-91,-0.319122199509042,0.063,0.329,1.52007750997593e-86,6.87413516924855e-91,1.22331254640133e-137
"Calcoco1",6.39079121810639e-138,-0.336012822454843,0.048,0.29,1.41319566205987e-133,2.55853654010855e-84,-0.335370417994778,0.059,0.308,5.65769185114204e-80,2.55853654010855e-84,1.27815824362129e-137
"Zfp768",6.68492641088747e-138,-0.305193616001596,0.043,0.284,1.47823777723955e-133,5.26749505566194e-76,-0.264860171680174,0.053,0.283,1.16480118165853e-71,5.26749505566194e-76,1.33698528217747e-137
"Rcn1",7.64368344695121e-138,-0.470329795255048,0.956,0.86,1.69024772062432e-133,1.22395857118179e-88,-0.429953592439932,0.964,0.861,2.70653958845429e-84,1.22395857118179e-88,1.52873668939021e-137
"Btbd2",8.32562798232669e-138,-0.280561418557735,0.069,0.331,1.8410461157319e-133,4.92078349559899e-94,-0.31795851274752,0.077,0.359,1.08813285438181e-89,4.92078349559899e-94,1.66512559646533e-137
"Znrf3",9.47342048201382e-138,-0.363384912135896,0.106,0.382,2.09485747118772e-133,2.0004268485837e-64,-0.254453819992426,0.14,0.387,4.42354389027314e-60,2.0004268485837e-64,1.89468409640276e-137
"Cep70",1.0460008586561e-137,-0.315821621139645,0.058,0.31,2.31302169874624e-133,6.4754728404173e-92,-0.332021104808799,0.062,0.334,1.43192130920148e-87,6.4754728404173e-92,2.09200171731221e-137
"Pgp",1.19399560281857e-137,-0.432093189202513,0.997,0.98,2.64028247651271e-133,1.70512505942694e-97,-0.43737372701497,0.997,0.974,3.7705430439108e-93,1.70512505942694e-97,2.3879912056371e-137
"St7l",1.26599561336471e-137,-0.276259678457639,0.185,0.491,2.79949609983337e-133,4.74840060744404e-94,-0.297069362041122,0.139,0.444,1.0500138263241e-89,4.74840060744404e-94,2.53199122672937e-137
"Rpap1",1.77272123850729e-137,-0.303418466068368,0.047,0.29,3.92001847471116e-133,1.04644417537047e-91,-0.333434219944097,0.057,0.319,2.31400200499673e-87,1.04644417537047e-91,3.54544247701449e-137
"Kpna2",1.79933368075814e-137,-0.448309263793938,0.056,0.304,3.97886656826047e-133,1.72019661434609e-105,-0.548917914800636,0.103,0.397,3.80387077330352e-101,1.72019661434609e-105,3.5986673615163e-137
"Glmn",1.86034114846557e-137,-0.3070705220054,0.044,0.284,4.11377238160192e-133,1.18863018678707e-72,-0.269727908931681,0.056,0.28,2.62841793204225e-68,1.18863018678707e-72,3.72068229693125e-137
"Pitpna",1.99302851355708e-137,0.534427825585006,1,0.98,4.40718395202876e-133,2.10594420545772e-56,0.401048199608174,0.998,0.983,4.65687442152865e-52,2.10594420545772e-56,3.98605702711409e-137
"Stx17",2.18215927118452e-137,-0.295384769495778,0.074,0.34,4.82540879637032e-133,4.90127433909672e-83,-0.283936564000511,0.081,0.346,1.08381879460446e-78,4.90127433909672e-83,4.3643185423691e-137
"Dctpp1",2.4355188592969e-137,-0.591007404787999,0.982,0.861,5.38566285356323e-133,7.38109128967817e-69,-0.492257017646115,0.985,0.897,1.63218071688653e-64,7.38109128967817e-69,4.87103771859394e-137
"Pus3",2.4579712876202e-137,-0.311147634472738,0.043,0.284,5.43531190831454e-133,1.54527424546471e-96,-0.362122601107361,0.034,0.288,3.41706493899612e-92,1.54527424546471e-96,4.91594257524034e-137
"Tyw1",2.81059966128588e-137,-0.301752039944528,0.061,0.316,6.21507903100147e-133,3.5697886761759e-89,-0.312590102168848,0.08,0.353,7.89387369962778e-85,3.5697886761759e-89,5.62119932257171e-137
"Rasal2",2.89061350586294e-137,-0.411430762753548,0.239,0.526,6.39201364551472e-133,7.33832337591304e-112,-0.440027124119482,0.191,0.517,1.62272344811565e-107,7.33832337591304e-112,5.78122701172598e-137
"Lamp1",1.94446978256907e-89,0.446287141361598,1,1,4.29980603019498e-85,2.97396628018711e-137,0.587238148150759,1,1,6.57633163537776e-133,1.94446978256907e-89,5.94793256037413e-137
"Ezh2",3.28530593601287e-137,-0.656864020137548,0.995,0.941,7.26479701630526e-133,3.11071654059917e-109,-0.683177906070844,0.991,0.95,6.87872748622695e-105,3.11071654059917e-109,6.57061187202591e-137
"Eif5",3.37177444788419e-137,-0.349396092409989,1,1,7.45600483660631e-133,2.01339427911847e-135,-0.402716766840699,1,1,4.45221876941467e-131,2.01339427911847e-135,6.74354889576854e-137
"Smpd4",3.40158198153964e-137,-0.29574734747619,0.054,0.303,7.5219182357786e-133,9.39570963536368e-86,-0.311205960362476,0.062,0.317,2.07767327166797e-81,9.39570963536368e-86,6.80316396307943e-137
"Erf",3.69138305351667e-137,-0.306076426673791,0.118,0.405,8.16275534624142e-133,5.02703041646212e-104,-0.342386166946644,0.152,0.472,1.11162723599227e-99,5.02703041646212e-104,7.38276610703347e-137
"Taf2",3.72210139090837e-137,-0.290265349848957,0.082,0.353,8.23068280571568e-133,1.57794081663382e-105,-0.367115030756463,0.073,0.373,3.48930052782237e-101,1.57794081663382e-105,7.44420278181667e-137
"Brf1",3.7687932063102e-137,-0.303078055240425,0.245,0.545,8.33393241711376e-133,2.10382312809751e-92,-0.328293401069693,0.25,0.552,4.65218408316202e-88,2.10382312809751e-92,7.53758641262052e-137
"Kdm4a",3.94173619349194e-137,-0.298665283395595,0.093,0.372,8.71636124466873e-133,8.52095121439269e-86,-0.304503214874281,0.092,0.37,1.88423794203866e-81,8.52095121439269e-86,7.88347238698376e-137
"Nup85",4.96635372335897e-137,-0.33754692789553,0.042,0.282,1.09820979884637e-132,7.96075939335475e-78,-0.312910676156025,0.049,0.279,1.76036272465254e-73,7.96075939335475e-78,9.93270744671808e-137
"Gpn3",5.04054223868495e-137,-0.310317408275715,0.036,0.269,1.1146151052404e-132,1.58561283395199e-71,-0.272414659028801,0.036,0.245,3.50626565971803e-67,1.58561283395199e-71,1.00810844773699e-136
"Mgst3",5.54179402316067e-137,-0.316411304513328,0.074,0.337,1.22545691234152e-132,2.46057178409633e-80,-0.295637214784308,0.06,0.303,5.44106238617222e-76,2.46057178409633e-80,1.10835880463213e-136
"Zfp36l1",6.20715466573319e-137,0.653481508274557,0.991,0.875,1.37258811123358e-132,5.08036470546499e-72,0.616223411781594,0.989,0.871,1.12342104731947e-67,5.08036470546499e-72,1.24143093314665e-136
"H1fx",6.21067210951009e-137,-0.373256641253682,0.018,0.236,1.37336592357597e-132,1.57432982703756e-89,-0.405307004077884,0.028,0.265,3.48131554652815e-85,1.57432982703756e-89,1.242134421902e-136
