"","C_p_val","C_avg_log2FC","C_pct.1","C_pct.2","C_p_val_adj","T_p_val","T_avg_log2FC","T_pct.1","T_pct.2","T_p_val_adj","max_pval","minimump_p_val"
"Atp6v1e1",0,-0.610132966266501,1,1,0,5.9294055090799e-138,-0.366070612446249,1,1,1.31116944022284e-133,5.9294055090799e-138,0
"Apobec1",0,2.01975127442732,0.666,0.187,0,0,1.79285180473953,0.623,0.2,0,0,0
"C3ar1",0,2.46922102987683,0.671,0.04,0,0,2.30565040586765,0.639,0.028,0,0,0
"Clec4a1",0,1.41181245362705,0.37,0.027,0,0,1.92279461846827,0.611,0.059,0,0,0
"Clec4a3",0,1.2918655528796,0.352,0.025,0,0,1.555804329089,0.51,0.047,0,0,0
"Clec4a2",0,1.14694428642592,0.311,0.02,0,0,1.29559364810663,0.421,0.033,0,0,0
"Clec4n",0,0.946159241575027,0.319,0.063,0,4.50814073750093e-128,0.641966248077825,0.195,0.042,9.9688516128358e-124,4.50814073750093e-128,0
"Clec4d",0,0.979083837047369,0.618,0.13,0,0,1.5832848773774,0.719,0.143,0,0,0
"Emg1",0,-0.569851112237423,0.997,0.989,0,8.35258909285789e-159,-0.466292428285056,0.998,0.987,1.84700802610367e-154,8.35258909285789e-159,0
"Phb2",0,-0.850207890943494,1,0.999,0,2.91201887155652e-293,-0.701142576446921,0.999,1,6.43934733067292e-289,2.91201887155652e-293,0
"Grcc10",0,-0.810180903815968,1,0.999,0,4.08172571514954e-228,-0.586848020860086,1,1,9.02592007391019e-224,4.08172571514954e-228,0
"Tpi1",0,-1.27856332265853,1,1,0,0,-0.9974803000266,1,1,0,0,0
"Mlf2",0,-0.692590848604259,1,1,0,5.831185379776e-254,-0.532485875985267,1,1,1.28945002302987e-249,5.831185379776e-254,0
"Gapdh",0,-1.26852343579172,1,1,0,0,-1.125702063613,1,1,0,0,0
"Mrpl51",0,-0.794516581627069,1,0.999,0,0,-0.679816355507692,1,1,0,0,0
"Ndufa9",0,-0.677327776597915,0.998,0.993,0,5.54073345911022e-280,-0.588719118318525,0.999,0.997,1.22522238981304e-275,5.54073345911022e-280,0
"Ccnd2",0,-1.16816671826397,1,0.997,0,0,-0.97074026278431,1,0.997,0,0,0
"Fkbp4",0,-1.02009600319707,1,0.997,0,0,-0.879923381541628,1,1,0,0,0
"Clec12a",0,0.958426620825754,0.253,0.017,0,0,1.23110581043439,0.372,0.019,0,0,0
"Ybx3",0,-0.801241978853557,0.999,0.995,0,2.73847144952027e-254,-0.74079802436502,0.999,0.997,6.05558191632418e-250,2.73847144952027e-254,0
"Etv6",0,1.14506232078602,0.994,0.789,0,5.40235304036979e-205,1.03231467912325,0.993,0.782,1.19462232781697e-200,5.40235304036979e-205,0
"Emp1",0,1.86200947562215,0.798,0.368,0,6.90309229464741e-121,1.34886353387847,0.483,0.278,1.52648079911538e-116,6.90309229464741e-121,0
"Ptpro",0,1.28093896243881,0.326,0.033,0,0,0.879387801650874,0.238,0.021,0,0,0
"Strap",0,-0.546438427695302,0.998,0.989,0,7.4493117372527e-170,-0.46665311175015,0.994,0.986,1.64726630445869e-165,7.4493117372527e-170,0
"Plekha5",0,-0.763830306669201,0.996,0.987,0,2.273149967456e-218,-0.625392851602238,0.997,0.983,5.02661652303544e-214,2.273149967456e-218,0
"Ldhb",0,-1.37240607055798,1,0.995,0,0,-1.0640698787338,1,0.999,0,0,0
"Ppfibp1",0,-0.690948216594283,0.996,0.985,0,3.35587112251635e-187,-0.587608292846583,0.995,0.979,7.4208378132204e-183,3.35587112251635e-187,0
"Pirb",0,1.31065358273303,0.449,0.055,0,0,1.63803367491078,0.55,0.051,0,0,0
"Lair1",0,1.09614819907421,0.314,0.018,0,0,0.836889673460597,0.262,0.021,0,0,0
"Rpl28",0,-0.637028117605168,1,1,0,0,-0.505841488354609,1,1,0,0,0
"Rps5",0,-0.687760856709388,1,1,0,0,-0.546483668876248,1,1,0,0,0
"C5ar1",0,1.16859089232838,0.477,0.079,0,0,1.25978821799335,0.515,0.073,0,0,0
"Snrpd2",0,-0.548801072986428,1,0.999,0,2.11716711996777e-250,-0.526267561249595,1,1,4.68169165238472e-246,2.11716711996777e-250,0
"Apoc2",0,1.41787158654088,0.326,0.014,0,0,1.98069529427138,0.523,0.026,0,0,0
"Plaur",0,1.10977722915998,0.468,0.139,0,4.01942264082832e-129,0.788144415146638,0.3,0.1,8.88814928566366e-125,4.01942264082832e-129,0
"Rps16",0,-0.490884724945075,1,1,0,3.25911471396642e-239,-0.396649357660396,1,1,7.20688036699394e-235,3.25911471396642e-239,0
"Zfp36",0,1.49813029953664,0.723,0.351,0,8.8590503462413e-237,1.26742753668363,0.526,0.209,1.95900180306434e-232,8.8590503462413e-237,0
"Tyrobp",0,2.12774060172008,0.999,0.293,0,0,2.3917603761036,0.996,0.26,0,0,0
"Cox6b1",0,-0.52724259074003,1,1,0,3.37986468375051e-182,-0.394111507580579,1,1,7.47389477517751e-178,3.37986468375051e-182,0
"Fxyd5",0,1.6262179403028,0.998,0.532,0,0,1.42073972274008,0.984,0.508,0,0,0
"Josd2",0,-0.695634600902762,0.997,0.991,0,1.60956695159788e-240,-0.602759417267511,0.999,0.993,3.55923540006839e-236,1.60956695159788e-240,0
"Prmt1",0,-0.782527942670213,0.999,0.998,0,2.75008037509887e-303,-0.729015735657167,1,0.998,6.08125273345612e-299,2.75008037509887e-303,0
"Rpl13a",0,-0.660413411173649,1,1,0,0,-0.497987355735543,1,1,0,0,0
"Ldha",0,-0.864848631356107,1,1,0,1.57772889781427e-304,-0.673028601044059,1,1,3.4888319117367e-300,1.57772889781427e-304,0
"Trpm1",0,-1.01635041864745,0.996,0.973,0,7.28072633295025e-256,-0.878203641057746,0.997,0.985,1.60998701400529e-251,7.28072633295025e-256,0
"Akap13",0,1.19431979346168,0.995,0.707,0,1.33055397825674e-182,0.827551686395331,0.974,0.68,2.94225401211912e-178,1.33055397825674e-182,0
"Idh2",0,-0.723592355950938,0.999,0.985,0,2.00871101074951e-256,-0.657850643109762,0.996,0.993,4.44186265807038e-252,2.00871101074951e-256,0
"Fes",0,0.746188605832814,0.265,0.042,0,2.49106823357969e-272,0.724048228803833,0.249,0.033,5.50849918491476e-268,2.49106823357969e-272,0
"Iqgap1",0,1.62336950638973,1,0.973,0,0,1.23072749944324,0.999,0.96,0,0,0
"Rps17",0,-0.706859520768613,1,1,0,0,-0.603958804497247,1,1,0,0,0
"Tm6sf1",0,0.878690956385139,0.306,0.043,0,3.85023947853262e-303,0.714444876747087,0.24,0.027,8.51403455887917e-299,3.85023947853262e-303,0
"Tyr",0,-1.01032805028918,0.996,0.981,0,6.26625216561835e-222,-0.858023568251066,0.997,0.985,1.38565634138318e-217,6.26625216561835e-222,0
"Ctsc",0,2.01875928705082,0.977,0.594,0,0,1.69563587385381,0.889,0.571,0,0,0
"Rab38",0,-0.862344970507846,0.996,0.984,0,0,-0.696132307340314,0.997,0.99,0,0,0
"Picalm",0,1.61391842184344,0.999,0.906,0,0,1.43599793285156,0.997,0.866,0,0,0
"Gab2",0,1.36694005579763,0.994,0.715,0,0,1.36700084097236,0.983,0.655,0,0,0
"Ndufc2",0,-0.659562029388002,1,0.999,0,3.53524040450157e-164,-0.409443384972795,1,1,7.81747710647431e-160,3.53524040450157e-164,0
"Serpinh1",0,-1.12558479241557,0.998,0.999,0,0,-0.934400901112872,0.999,1,0,0,0
"Rps3",0,-0.657958373211967,1,1,0,0,-0.528404235566711,1,1,0,0,0
"Ucp2",0,1.77953352352428,0.665,0.242,0,0,1.74617445849643,0.664,0.236,0,0,0
"P2ry6",0,0.785108696192775,0.226,0.014,0,0,0.830553857867348,0.244,0.007,0,0,0
"Rps13",0,-0.590788561728565,1,1,0,0,-0.484539160053359,1,1,0,0,0
"Xylt1",0,1.2144344929813,0.684,0.319,0,5.9302969390183e-61,0.85971538927365,0.399,0.25,1.31136656212512e-56,5.9302969390183e-61,0
"Rps15a",0,-0.667651065374489,1,1,0,0,-0.543102477768413,1,1,0,0,0
"Igsf6",0,1.1239114158759,0.402,0.066,0,0,1.37001584926195,0.523,0.069,0,0,0
"Ndufab1",0,-0.64776608954325,1,0.999,0,5.07035097358164e-224,-0.512163503802509,1,1,1.12120671078811e-219,5.07035097358164e-224,0
"Arhgap17",0,1.03985561966334,0.904,0.6,0,6.71098481549084e-158,0.978489461681365,0.776,0.57,1.48400007224949e-153,6.71098481549084e-158,0
"Il4ra",0,1.01827337527978,0.371,0.089,0,0,0.910071802183983,0.319,0.05,0,0,0
"Eif3c",0,-0.568783346759167,1,1,0,5.06077724124066e-225,-0.506836397245267,1,1,1.11908967135555e-220,5.06077724124066e-225,0
"Coro1a",0,1.4612868152812,0.576,0.142,0,0,1.67434754549724,0.658,0.134,0,0,0
"Aldoa",0,-0.820402019734438,1,1,0,6.29703266836832e-292,-0.602416400807256,1,1,1.39246283395629e-287,6.29703266836832e-292,0
"Itgam",0,1.49008957410548,0.526,0.075,0,0,1.56490498797447,0.518,0.057,0,0,0
"Oat",0,-0.576894501135772,0.996,0.983,0,2.4546317464006e-188,-0.502797922754029,0.996,0.979,5.42792718081565e-184,2.4546317464006e-188,0
"Glrx3",0,-0.57614156008836,0.999,0.998,0,3.34750609103895e-233,-0.510907403153809,1,0.999,7.40234021911442e-229,3.34750609103895e-233,0
"Adam8",0,1.8044865073885,0.554,0.076,0,0,1.49695961938018,0.444,0.04,0,0,0
"Rnh1",0,1.10882672401809,0.995,0.902,0,2.33230109391091e-159,0.821002604130049,0.994,0.917,5.1574174089652e-155,2.33230109391091e-159,0
"Cd81",0,-0.848684853479914,0.999,0.996,0,1.18162312592839e-303,-0.734906477757101,0.999,0.997,2.61292321836546e-299,1.18162312592839e-303,0
"F7",0,1.36715318417056,0.338,0.027,0,0,1.14616992808869,0.3,0.017,0,0,0
"F10",0,1.55414832739905,0.536,0.08,0,0,1.36663773895041,0.511,0.095,0,0,0
"Vdac3",0,-0.608064525788487,1,0.999,0,3.43033932334731e-237,-0.4969278296531,0.999,0.999,7.58550934571791e-233,3.43033932334731e-237,0
"Msr1",0,2.03790096098144,0.554,0.027,0,0,1.71426557314991,0.489,0.014,0,0,0
"Slc25a4",0,-1.43449514744422,1,1,0,0,-1.06896650179842,1,1,0,0,0
"Irf2",0,0.873084648508294,0.907,0.609,0,1.28559672903892e-91,0.64773689296242,0.752,0.587,2.84284004692376e-87,1.28559672903892e-91,0
"Stox2",0,-1.1032015716155,0.997,0.983,0,3.25857191531915e-241,-0.887318162509402,0.998,0.985,7.20568007634525e-237,3.25857191531915e-241,0
"Cpe",0,-0.714391753431571,0.996,0.985,0,1.2018948206602e-244,-0.634005287808062,0.998,0.992,2.65775001692589e-240,1.2018948206602e-244,0
"March1",0,1.05630676964468,0.322,0.038,0,0,0.96654029033751,0.277,0.018,0,0,0
"Lpl",0,1.74629978841507,0.307,0.056,0,1.88104987779439e-243,1.1021128974278,0.199,0.023,4.15956559476674e-239,1.88104987779439e-243,0
"Ndufa13",0,-0.657535667344557,1,1,0,7.1019493379985e-243,-0.496519990320342,1,1,1.57045405711161e-238,7.1019493379985e-243,0
"Lrrc25",0,0.977599815277905,0.344,0.043,0,0,1.01640472790634,0.407,0.058,0,0,0
"Lsm4",0,-0.612283356416097,0.999,0.996,0,7.68478184433316e-239,-0.562999927021076,1,0.999,1.69933580923739e-234,7.68478184433316e-239,0
"Ifi30",0,1.35200185409123,0.999,0.878,0,1.66183086731852e-299,1.25924564653088,0.997,0.879,3.67480659690145e-295,1.66183086731852e-299,0
"Rpl18a",0,-0.487287767806952,1,1,0,3.23010766178982e-208,-0.362197030931013,1,1,7.14273707251584e-204,3.23010766178982e-208,0
"Klf2",0,1.22947818456255,0.986,0.638,0,1.301342996409e-198,0.872399794063383,0.974,0.595,2.87765976795922e-194,1.301342996409e-198,0
"Hmox1",0,2.32648510879366,0.998,0.803,0,0,2.15915904494095,0.997,0.791,0,0,0
"Arhgap10",0,1.38038249605632,0.997,0.859,0,1.12250562237568e-177,1.18584106552497,0.993,0.849,2.48219668275933e-173,1.12250562237568e-177,0
"Rnf150",0,1.3545762743955,0.378,0.054,0,0,1.15859887880328,0.301,0.032,0,0,0
"Tbc1d9",0,1.48633069179689,0.455,0.076,0,0,1.32145642922832,0.387,0.071,0,0,0
"Tecr",0,-0.584019912713444,1,0.993,0,3.34033508113836e-200,-0.515838297436314,0.998,0.998,7.38648296492125e-196,3.34033508113836e-200,0
"Gadd45gip1",0,-0.543732655726954,0.998,0.992,0,3.65016602825108e-179,-0.455752962449807,0.997,0.993,8.0716121382716e-175,3.65016602825108e-179,0
"Prdx2",0,-0.802148043641266,1,1,0,0,-0.607977771653674,1,1,0,0,0
"Junb",0,1.19835244916956,0.995,0.757,0,6.92742855307507e-243,0.98063460425288,0.992,0.718,1.53186227594149e-238,6.92742855307507e-243,0
"Got2",0,-0.580282542120511,0.998,0.993,0,8.94821234892546e-203,-0.513124951651732,0.999,0.994,1.97871819671789e-198,8.94821234892546e-203,0
"Psmd7",0,-0.599833588741337,1,0.999,0,9.50504899873673e-230,-0.555547867191351,1,0.999,2.10185148509065e-225,9.50504899873673e-230,0
"Maf",0,1.54341755778116,0.998,0.888,0,0,1.44683381354069,0.999,0.892,0,0,0
"Cmip",0,1.04994819541556,1,0.864,0,7.74601109233016e-269,1.18992852318258,0.998,0.827,1.71287543284697e-264,7.74601109233016e-269,0
"Cox4i1",0,-0.770165739589213,1,1,0,0,-0.5778611952958,1,1,0,0,0
"Irf8",0,0.897614315394014,0.435,0.135,0,0,1.10708975362419,0.404,0.085,0,0,0
"Cyba",0,1.9456349014371,1,0.95,0,0,2.05923002604394,1,0.975,0,0,0
"Rpl13",0,-0.6462147346931,1,1,0,0,-0.641008803142068,1,1,0,0,0
"Tomm20",0,-0.766291461610845,1,1,0,0,-0.648548923891188,1,1,0,0,0
"Eepd1",0,1.0841515920372,0.297,0.028,0,0,0.82482865386699,0.232,0.018,0,0,0
"Fli1",0,1.0476910983945,0.419,0.085,0,0,1.23993258899471,0.428,0.056,0,0,0
"Ets1",0,-0.636657042305258,0.991,0.975,0,1.30769623136046e-170,-0.552833765124127,0.994,0.966,2.89170867640739e-166,1.30769623136046e-170,0
"Ubash3b",0,1.1165853104285,0.973,0.648,0,7.46020491275434e-194,0.88065523649931,0.948,0.646,1.64967511235737e-189,7.46020491275434e-194,0
"Arhgef12",0,-0.687001899813007,0.994,0.982,0,1.14245642194525e-182,-0.54135543224789,0.992,0.97,2.52631388584753e-178,1.14245642194525e-182,0
"Il10ra",0,0.807557285282563,0.29,0.048,0,0,0.839252811909228,0.267,0.025,0,0,0
"Timm8b",0,-0.59597708211149,1,0.998,0,5.64563850257755e-234,-0.511149389580837,1,0.999,1.24842004207497e-229,5.64563850257755e-234,0
"Cryab",0,-1.14717585171828,0.998,0.993,0,0,-0.990982115072745,0.999,0.997,0,0,0
"Rdx",0,-0.567888362545586,1,0.997,0,1.88727692674265e-206,-0.512557170390465,0.999,0.998,4.17333546810602e-202,1.88727692674265e-206,0
"Peak1",0,1.26148880367246,0.975,0.632,0,7.90988347527711e-199,1.08695403504002,0.836,0.563,1.74911253288803e-194,7.90988347527711e-199,0
"Cox5a",0,-0.802980047804255,1,1,0,4.14372945164096e-286,-0.591056245156103,1,1,9.16302893641367e-282,4.14372945164096e-286,0
"Pkm",0,-0.656403218054634,1,1,0,3.0999136893726e-218,-0.477103790722755,1,1,6.85483914130964e-214,3.0999136893726e-218,0
"Rplp1",0,-0.83509996366554,1,1,0,0,-0.698888772471415,1,1,0,0,0
"Rpl4",0,-0.760204212791029,1,1,0,0,-0.599551970095647,1,1,0,0,0
"Rab8b",0,1.3656885018522,0.997,0.795,0,0,1.33396973732499,0.993,0.782,0,0,0
"Tpm1",0,-1.03410791572785,0.999,1,0,0,-0.77498095326535,1,1,0,0,0
"Nedd4",0,-1.11573991899328,1,1,0,0,-0.893097756002333,1,1,0,0,0
"Gsta1",0,-0.887140064285245,0.992,0.963,0,1.70312033981858e-282,-0.743657912456023,0.996,0.984,3.76611000744084e-278,1.70312033981858e-282,0
"Gm3776",0,-0.828260500214865,0.989,0.949,0,6.07438394103465e-253,-0.736572267249795,0.993,0.976,1.34322852088099e-248,6.07438394103465e-253,0
"Eef1a1",0,-0.767465706087988,1,1,0,0,-0.689198426882935,1,1,0,0,0
"Cox7a2",0,-0.849831034268715,1,1,0,0,-0.674558244890245,1,1,0,0,0
"Senp6",0,-0.630002793783146,0.998,0.996,0,3.35469482681671e-193,-0.508086743409445,0.999,0.995,7.41823667053978e-189,3.35469482681671e-193,0
"Bcl2a1b",0,1.64280918636108,0.571,0.098,0,0,1.4258121289788,0.515,0.078,0,0,0
"Ctsh",0,1.77102455282685,0.762,0.321,0,0,1.84382002153939,0.665,0.216,0,0,0
"Rpl29",0,-0.489712458618032,1,1,0,1.30156004085881e-242,-0.391873561700424,1,1,2.87813971835109e-238,1.30156004085881e-242,0
"Rpsa",0,-0.758356495835536,1,1,0,0,-0.730990693664945,1,1,0,0,0
"Rpl14",0,-0.594358824376712,1,1,0,1.41199756896976e-262,-0.467273951900184,1,1,3.12235022426282e-258,1.41199756896976e-262,0
"Ctnnb1",0,-0.529001754749618,1,0.999,0,7.24505412507137e-139,-0.380420784505285,0.999,0.999,1.60209881867703e-134,7.24505412507137e-139,0
"Ss18l2",0,-0.830920575081965,0.996,0.988,0,0,-0.740883918103211,0.999,0.995,0,0,0
"Lars2",0,1.24247875434803,0.999,0.932,0,0,1.50380885027444,0.992,0.841,0,0,0
"Ccr1",0,0.85608683634926,0.428,0.084,0,1.23571271723695e-129,0.44960310551682,0.185,0.037,2.73253153162607e-125,1.23571271723695e-129,0
"Ccr2",0,1.22260331402367,0.289,0.028,0,1.19143872201393e-135,0.48764579556786,0.11,0.012,2.63462844598941e-131,1.19143872201393e-135,0
"Ccr5",0,1.92030941813804,0.575,0.044,0,0,1.5116021471002,0.424,0.022,0,0,0
"Plagl1",0,-0.68911873544169,0.991,0.97,0,2.39804430385868e-200,-0.599692511798115,0.997,0.975,5.30279536912269e-196,2.39804430385868e-200,0
"Tnfaip3",0,1.64212335152842,0.635,0.174,0,0,1.75529491746608,0.66,0.129,0,0,0
"Pde7b",0,1.72423853548102,0.495,0.181,0,1.5584546045462e-172,1.42309387895433,0.415,0.163,3.44621066703301e-168,1.5584546045462e-172,0
"Arg1",0,4.34595216336124,0.788,0.212,0,0,2.66424775235496,0.372,0.026,0,0,0
"Epb41l2",0,1.16731218358695,0.993,0.811,0,1.31913159712603e-173,0.965547530338917,0.978,0.769,2.9169957007248e-169,1.31913159712603e-173,0
"Slc16a10",0,2.44705836387326,0.587,0.07,0,0,2.47570726469279,0.621,0.071,0,0,0
"Lilr4b",0,2.161159208,0.866,0.188,0,0,1.96407497290096,0.722,0.095,0,0,0
"Lilrb4a",0,2.00317122388616,0.854,0.18,0,0,1.87041232237461,0.767,0.115,0,0,0
"Psap",0,2.42366494019418,1,0.996,0,0,2.39270965515771,1,0.995,0,0,0
"Vsir",0,1.09765202164276,0.394,0.059,0,0,1.1075827209436,0.403,0.05,0,0,0
"Srgn",0,1.66253599450976,0.997,0.342,0,0,1.08664069590498,0.866,0.241,0,0,0
"Jmjd1c",0,0.92775694410731,1,0.939,0,4.27479498605155e-104,0.693331855314486,0.997,0.924,9.45285415265579e-100,4.27479498605155e-104,0
"Arid5b",0,1.21851078472869,0.996,0.793,0,1.30431556809271e-279,1.326939014053,0.991,0.778,2.88423301572342e-275,1.30431556809271e-279,0
"Mif",0,-0.772938105289062,1,1,0,0,-0.638812287326755,1,1,0,0,0
"Chchd10",0,-1.51309897253453,1,0.996,0,0,-1.14951492618245,1,0.999,0,0,0
"Itgb2",0,0.965391265756487,0.354,0.066,0,0,1.11444166349324,0.403,0.056,0,0,0
"Cstb",0,1.48881388290796,1,0.91,0,0,1.72217382129715,0.999,0.896,0,0,0
"Bsg",0,-0.906669055075314,1,1,0,2.29860797797141e-210,-0.654882099088048,1,1,5.08291182168817e-206,2.29860797797141e-210,0
"Atp5d",0,-0.540644388075243,1,1,0,1.20089062693296e-213,-0.447487788753408,1,1,2.65552944333686e-209,1.20089062693296e-213,0
"Gadd45b",0,1.04268162716072,0.919,0.425,0,3.4677989398322e-282,1.04635183611044,0.759,0.376,7.66834379565095e-278,3.4677989398322e-282,0
"Eef2",0,-0.534111137751311,1,1,0,1.06720561982412e-145,-0.325037514156379,1,1,2.35991178711708e-141,1.06720561982412e-145,0
"Igf1",0,1.30929217542307,0.228,0.028,0,0,0.963070819867574,0.206,0.016,0,0,0
"Slc25a3",0,-0.529648371835204,1,1,0,1.21215764517207e-231,-0.457356357590804,1,1,2.680444200769e-227,1.21215764517207e-231,0
"Ndufa12",0,-0.652483632012852,1,0.999,0,1.39045097547894e-297,-0.605106710027008,1,1,3.07470424207657e-293,1.39045097547894e-297,0
"Btg1",0,1.72663639984872,0.998,0.767,0,0,1.4493792597255,0.996,0.767,0,0,0
"Atp2b1",0,1.84338875974542,1,0.92,0,0,1.5114780574579,0.995,0.915,0,0,0
"Osbpl8",0,2.49660553723931,0.998,0.7,0,0,2.78211172176452,0.997,0.64,0,0,0
"Glipr1",0,1.39375198946584,0.415,0.062,0,2.01736739100026e-269,0.907040207719113,0.317,0.057,4.46100451171888e-265,2.01736739100026e-269,0
"Cct2",0,-0.542629749785397,0.999,0.999,0,1.07825784935118e-207,-0.474839581561329,1,0.999,2.38435158227026e-203,1.07825784935118e-207,0
"Lyz2",0,4.24283264443938,0.992,0.354,0,0,4.38599299880454,0.997,0.436,0,0,0
"Mdm2",0,1.38819099805181,0.982,0.707,0,3.06135199656926e-188,1.0665393769303,0.93,0.657,6.7695676700136e-184,3.06135199656926e-188,0
"Rap1b",0,1.66389670069302,1,0.933,0,0,1.3270271350825,0.999,0.924,0,0,0
"Lrp1",0,1.52107444008673,0.606,0.227,0,0,1.64990498145067,0.587,0.178,0,0,0
"Naca",0,-0.647206291339262,1,1,0,0,-0.503797691057994,1,1,0,0,0
"Atp5b",0,-1.0107451533796,1,1,0,0,-0.794162443483207,1,1,0,0,0
"Pmel",0,-1.94211708407031,1,1,0,0,-1.64972387903588,1,1,0,0,0
"Cd63",0,-1.04080801770934,1,1,0,0,-0.833332256974928,1,1,0,0,0
"Selenom",0,-0.644547341112155,0.999,0.996,0,4.45661457486609e-182,-0.509890442821875,0.999,0.996,9.85491180940139e-178,4.45661457486609e-182,0
"Uqcr10",0,-0.934017631048832,1,1,0,0,-0.74682426958925,1,1,0,0,0
"Mrps24",0,-0.553348438765842,1,0.999,0,5.01003953185218e-219,-0.492652084635432,1,1,1.10787004167847e-214,5.01003953185218e-219,0
"Aebp1",0,-1.01425733996086,0.998,0.997,0,0,-0.87043731187069,0.999,0.999,0,0,0
"Ppia",0,-1.26549194744272,1,1,0,0,-0.994414472078978,1,1,0,0,0
"Purb",0,-0.699059194572258,1,0.997,0,0,-0.672169320254504,1,0.999,0,0,0
"Plek",0,1.49874336776429,0.978,0.255,0,0,1.82511822115694,0.796,0.17,0,0,0
"Ugp2",0,-1.04473419350142,1,0.999,0,6.53320308471225e-288,-0.868958750380023,0.999,0.998,1.44468719812242e-283,6.53320308471225e-288,0
"Mdh1",0,-0.726279414425702,1,0.997,0,1.39815944652115e-272,-0.600968223522767,0.999,0.999,3.09174998409221e-268,1.39815944652115e-272,0
"Rel",0,1.08920078160693,0.904,0.529,0,9.59116272945118e-128,0.866500409990131,0.754,0.53,2.12089381436354e-123,9.59116272945118e-128,0
"Sptbn1",0,-0.730785625728858,0.998,0.988,0,1.82857391733697e-147,-0.547495267703551,0.997,0.983,4.04352550340724e-143,1.82857391733697e-147,0
"Fbxw11",0,1.19713807492023,0.997,0.873,0,1.13560289575165e-77,0.685075137567328,0.991,0.849,2.51115868337562e-73,1.13560289575165e-77,0
"Npm1",0,-1.15802742568573,1,1,0,0,-0.94579216940513,1,1,0,0,0
"Lcp2",0,0.927229996888233,0.325,0.05,0,0,0.917590929559076,0.301,0.038,0,0,0
"Dock2",0,1.8252526324937,0.745,0.139,0,0,1.79979073844691,0.691,0.11,0,0,0
"Rack1",0,-0.78110096147177,1,1,0,0,-0.622880095224999,1,1,0,0,0
"Mgat4b",0,-0.625734015534648,0.996,0.99,0,6.15984425771966e-240,-0.555563179992467,0.997,0.994,1.36212636070955e-235,6.15984425771966e-240,0
"Vdac1",0,-0.91703859171889,1,1,0,0,-0.716237229090585,1,1,0,0,0
"Uqcrq",0,-0.828502156886949,1,1,0,0,-0.647298238636846,1,1,0,0,0
"Hint1",0,-1.11558222841402,1,1,0,0,-0.915961663676383,1,1,0,0,0
"Gm2a",0,1.14588106905632,0.978,0.63,0,2.94828920781553e-227,0.957400576087204,0.895,0.611,6.51955192524248e-223,2.94828920781553e-227,0
"Sparc",0,-1.91925120858481,0.999,0.999,0,0,-1.49174036525278,1,0.998,0,0,0
"Nlrp3",0,0.859617920039194,0.479,0.1,0,0,1.09272746489004,0.478,0.098,0,0,0
"Gas7",0,1.14351495546306,0.92,0.628,0,3.06018577201344e-148,0.939224075683579,0.898,0.638,6.76698879765333e-144,3.06018577201344e-148,0
"Pik3r5",0,1.3522531488585,0.417,0.038,0,0,1.17331123213104,0.379,0.027,0,0,0
"Rpl26",0,-0.496780854300015,1,1,0,1.31799892286483e-204,-0.350505199057578,1,1,2.914491018131e-200,1.31799892286483e-204,0
"Cd68",0,2.82926170436869,0.901,0.29,0,0,3.02840955408363,0.821,0.181,0,0,0
"Eif5a",0,-0.672855952490014,1,1,0,5.2034554650809e-292,-0.68888292281961,1,1,1.15064010699334e-287,5.2034554650809e-292,0
"Cxcl16",0,1.24639551853574,0.341,0.046,0,0,1.95695237693873,0.558,0.035,0,0,0
"C1qbp",0,-0.614539667087478,0.998,0.992,0,1.50016545887632e-197,-0.543380720694141,0.999,0.992,3.3173158792132e-193,1.50016545887632e-197,0
"Ywhae",0,-0.688019521152984,1,1,0,0,-0.604240402734139,1,1,0,0,0
"Abr",0,1.35605988209378,0.983,0.669,0,0,1.44253401895966,0.983,0.682,0,0,0
"Rpl23a",0,-0.523831032536484,1,1,0,0,-0.482135866065764,1,1,0,0,0
"Rab34",0,-0.580187513174905,0.977,0.93,0,1.46793706082939e-161,-0.469957653827947,0.98,0.918,3.24604922261203e-157,1.46793706082939e-161,0
"Adap2",0,1.11688077142751,0.337,0.024,0,0,1.06765103340155,0.323,0.015,0,0,0
"Gm17268",0,2.22992112006556,0.477,0.059,0,0,1.45194966960967,0.291,0.034,0,0,0
"Ccl2",0,3.31837999144076,0.742,0.138,0,0,1.89007503179447,0.473,0.052,0,0,0
"Ccl7",0,3.32650894471655,0.609,0.113,0,0,2.07634766905319,0.38,0.045,0,0,0
"Ccl12",0,1.87110076115693,0.302,0.027,0,1.56990276492029e-246,0.60382975585959,0.107,0.003,3.47152598406824e-242,1.56990276492029e-246,0
"Slfn5",0,0.983030853446985,0.362,0.08,0,4.12668794878988e-251,0.852487057631745,0.267,0.043,9.12534506115906e-247,4.12668794878988e-251,0
