SAMPLE,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,TYPE
TCGA-06-2559,0,0,0.001332676,0.019896037,0,0.054913687,0,0.014547911,0.013980531,0,0.020986778,0.016363399,0.007446245,0.382935766,0.015094756,0.440655529,0,0,0,0,0,0.011846686,MUT
TCGA-19-2620,0.002038295,0.004569949,0,0.052599828,0,0.184283447,0,0.011255263,0,0,0,0.120366929,0.167882353,0.011656374,0.006020902,0.174520804,0,0,0,0.127668517,0.111180008,0.025957331,no alteration
TCGA-41-2572,0.00452951,0,0,0.010713003,0,0.131934512,0,0.001120295,0.00109631,0,0,0.049963929,0.003269516,0.041340991,0.047802207,0.511560186,0,0,0.134815013,0,0.046581003,0.015273525,no alteration
TCGA-06-0190,0.00248137,0.004258302,0.000469682,0.045542972,0,0.115169776,0.060692846,0,0.01821399,0.003794036,0,0,0.024054161,0,0.013984609,0.56703429,0,0,0.098001837,0,0.007135507,0.039166621,MUT
TCGA-06-0187,0,0.003821197,0,0.063888711,0,0.057398716,0,0.011778979,0.009015832,0,0.050749565,0,0.127198927,0.087589208,0.015744818,0.401438709,0,0.002406846,0,0.094910515,0.008061001,0.065996974,MUT
TCGA-06-0743,0.010860628,0,0.000278534,0.067213754,0,0.057181573,0,0.010583556,0,0,0.009673081,0.006906192,0.093115701,0.323553115,0.036954544,0.354827798,0,0,0.022061145,0,0,0.006790379,MUT
TCGA-19-1787,0,0.01219079,0,0.020385002,0,0.098948486,0,0.007105903,0,0,0.023518382,0,0.055462053,0.27709825,0.072816071,0.38421529,0,0,0.043108575,0,0.001159736,0.003991462,no alteration
TCGA-27-2524,0.002267494,0,0.002512674,0,0,0.050063414,0.008637676,0.042066797,0.005999853,0.038991271,0.049779048,0,0,0.500794536,0.018972199,0.211773297,0,0,0,0.063906525,0.003648054,0.00058716,MUT
TCGA-06-5416,0.000845363,0.007412592,0,0.127969444,0,0.006571695,0,0.027657835,0.003208468,0,0.078231287,0,0,0.543505843,0.0201779,0.160423121,0,0,0.015533089,0,0,0.008463364,no alteration
TCGA-06-5408,0.008723736,0,0,0,0,0.131628366,0,0.020947811,0,0,0.025259525,0.00241154,0.309472964,0.036953998,0.052064313,0.339390881,0,0,0.035409682,0,0.013185001,0.024552182,no alteration
TCGA-06-0686,0,0.00726813,0.002826792,0,0,0.106662477,0,0.035740137,0.028935039,0,0.069694598,0,0,0.384710826,0.010225094,0.32806709,0,0,0.01160462,0,0.000248422,0.014016774,MUT
TCGA-27-2528,0.0181193,0,0,0,0,0.092117081,0,0.02405903,0,0,0,0.002109066,0.042804643,0.360597904,0.063630574,0.347676524,0,0,0,0.046876914,0,0.002008965,no alteration
TCGA-26-5139,0,0.003657656,0,0,0,0.075443007,0.003040051,0.008142074,0.018320017,0,0.091852773,0,0.034681418,0.25364432,0.018011216,0.42774482,0,0,0,0.054500753,0,0.010961894,no alteration
TCGA-06-0744,0.002086814,0,0.005615096,0.0433268,0,0.098744471,0,0.038449508,0,0,0,0.032721258,0.213177607,0,0.039416076,0.488093622,0,0,0,0,0.037623037,0.000745712,no alteration
TCGA-06-1804,0.000984581,0.005340241,0.000707539,0,0,0.095279732,0,0.004189973,0.002449268,0,0,0.006043048,0.018286806,0.163181767,0.19546752,0.213258157,0.015392473,0,0.16306491,0,0,0.116353985,MUT
TCGA-06-2563,0.015761828,0,0,0.026080919,0,0.139688254,0,0.026144007,0.011837596,0,0,0.038225182,0.045125588,0.128763225,0.082800754,0.410951414,0,0,0.0345839,0,0,0.040037332,no alteration
TCGA-16-1045,0.008330542,0,0,0.024698529,0,0.078126409,0.012854238,0,0.009687783,0,0.053546308,0,0.14264509,0,0.01396418,0.580001291,0,0,0.062929178,0,0,0.013216453,MUT
TCGA-02-2485,0.030122149,0,0.00074229,0.028872816,0,0.142094963,0,0.090207843,0,0.002484758,0,0.04031039,0.1068354,0.011923395,0.066458983,0.375846569,0,0.004326655,0,0.064995788,0.034778001,0,no alteration
TCGA-14-1825,0,0.009634248,0,0.019096481,0,0.096792517,0,0.01596286,0.018114586,0,0.075437585,0.024887022,0.081728118,0.237909972,0.021647807,0.283642612,0,0,0.096376891,0,0,0.018769301,MUT
TCGA-06-2562,0.000895463,0.009385353,0,0,0,0.065882088,0.001172247,0.012272284,0.039137216,0,0.109438525,0,0.090081958,0.385387299,0.002189689,0.247732279,0,0,0,0.014051236,0,0.022374361,no alteration
TCGA-14-1034,0,0.021211532,0.002167183,0,0.019154735,0.248344182,0,0.026956106,0.032125556,0,0.134331449,0.018940027,0.078792089,0.07289666,0,0.252271802,0.001889104,0,0.043230683,0,0,0.047688892,MUT
TCGA-06-0132,0.013248054,0,0,0.009933654,0,0.054799545,0.009228176,0,0.002834939,0,0.00461948,0,0.250415074,0,0.038695058,0.581612013,0,0,0.020944038,0,0,0.013669968,no alteration
TCGA-27-2523,0,0.008961715,0.002145577,0,0,0.126323747,0,0.024670648,0.009212555,0.030651389,0,0.022493782,0,0.416759545,0.001236266,0.343055987,0,0,0.009816145,0,0,0.004672645,no alteration
TCGA-06-0749,0,0.040265525,0,0.023458454,0,0.139941147,0,0.024294111,0,0,0,0.078520917,0.113379181,0.19306141,0.001217315,0.302517171,0,0,0,0.025976442,0.050736574,0.006631754,MUT
TCGA-06-0152,0.007664548,0,0.000437709,0.020144876,0,0.210062309,0.001445939,0.012778318,0.02871072,0,0,0.034003134,0.013877403,0.245650613,0.140074478,0.224918237,0.004985918,0,0.048310129,0,0,0.006935669,no alteration
TCGA-06-0211,0.008374815,0.001794317,0.000358769,0.010814475,0,0.050116871,0.008661827,0,0.020888533,0,0.052588495,0,0.109596589,0.279001763,0.016153417,0.343885597,0,0,0,0.06154963,0.010847871,0.025367032,no alteration
TCGA-28-2513,0.000762215,0,0.001071001,0,0,0.108766144,0,0,0.012551909,0.021039835,0,0.020215441,0.121957828,0,0.08981206,0.525222576,0,0.006501562,0.071448762,0,0.010194137,0.010456529,MUT
TCGA-02-0055,0,0.003734673,0.000877,0.011091002,0,0.175675353,0.012317007,0,0,0,0,0.043157934,0.336765337,0.031318515,0.012230122,0.261991798,0,0.036160486,0,0.03661092,0,0.038069854,MUT
TCGA-28-5218,0.040455476,0,0.001155919,0.176068102,0,0.014224244,0.035373538,0.022859184,0.031416858,0,0.019510625,0,0.021224883,0.315002061,0.030338078,0.275361787,0,0,0.005457571,0,0,0.011551672,no alteration
TCGA-06-5856,0.00333719,0,0.006144573,0,0,0.053576543,0.00534928,0.004289833,0.003379611,0.009591526,0,0.041829691,0.057216785,0,0.010072251,0.638973695,0,0,0.130932061,0,0,0.03530696,no alteration
TCGA-32-1970,0.002760675,0,0,0.031888197,0,0.117459714,0,0,0.012353918,0,0.009995666,0.028360527,0.066755219,0,0.019486442,0.445378681,0,0.001281493,0.17350131,0,0.062708074,0.028070084,no alteration
TCGA-27-1830,0.015609922,0,0.001577243,0.026870163,0,0.005494522,0,0.023238351,0.000321749,0.011371236,0,0.02895276,0.014886676,0.325055434,0.022588688,0.278964761,0,0,0,0.170222178,0.040396148,0.03445017,no alteration
TCGA-28-1747,0.001972506,0,0.00049869,0.046524987,0,0.193753741,0,0,0.009635469,0,0.006779195,0.05137044,0.278984943,0,0.057715283,0.236215756,0,0.007987332,0.065813914,0,0.037003381,0.005744363,MUT
TCGA-32-2615,0,0,0.001618838,0.045091751,0,0.154333193,0,0.019178778,0,0,0,0.029099796,0.231018397,0.035457898,0.037352809,0.319596902,0,0.012513898,0,0.033240046,0.050684644,0.03081305,no alteration
TCGA-06-0125,0,0,0.00460166,0.113646514,0,0.033496766,0,0.03636181,0.011860798,0,0.050087421,0.024131755,0.175567452,0.131383536,0.03617674,0.288163789,0.003982731,0,0.042357331,0,0.023421697,0.02476,MUT
TCGA-26-1442,0,0.012613864,0.003819261,0.032454389,0,0.090817485,0,0.011067093,0.017444517,0,0.056772419,0.051629131,0.174909105,0,0.021995265,0.259014368,0.002558736,0,0.25353713,0,0.010782379,0.000584858,no alteration
TCGA-06-0210,0.02277836,0.003317064,0,0.062726913,0,0.042881476,0.021278016,0,0.046350159,0,0.019711829,0,0.16915399,0.10963436,0.01408435,0.457528253,0,0,0.002917422,0,0,0.027637809,no alteration
TCGA-06-0221,0,0,0.005817188,0,0.053023008,0.110013802,0,0,0.008175433,0,0,0.063808565,0.07635239,0,0.059323019,0.405303089,0.006691826,0,0.169622849,0,0,0.041868832,no alteration
TCGA-06-5858,0,0.001878201,0,0,0,0.067203686,0,0.012731653,0.005543579,0.016355159,0,0.013187582,0.123736031,0.271823849,0.028449562,0.381101615,0,0,0,0.047468278,0.005325702,0.025195101,MUT
TCGA-76-4929,0,0.032859152,0,0.042431547,0,0.026040463,0,0.006815103,0.024689853,0,0,0.016542359,0.043015608,0.241074603,0.004145465,0.41203654,0,0,0.120459025,0,0.016292859,0.013597423,no alteration
TCGA-41-4097,0.035792035,0,0,0.040035995,0,0.120576983,0,0.007485929,0,0,0.038653296,0,0.244948567,0,0.026131722,0.462447246,0,0,0.00900676,0,0,0.014921467,MUT
TCGA-12-3650,0,0.001841211,0,0,0,0.110230515,0,0.009346989,0,0,0.015229644,0.015998106,0.062008878,0.08909819,0.005573542,0.575326134,0,0,0.105858164,0,0,0.009488627,MUT
TCGA-76-4926,0,0.005011437,0.00029837,0.050347201,0,0.063258611,0,0.010763691,0.02245599,0,0,0.016305942,0.256472956,0.020695299,0.007603789,0.363172908,0,0,0.149413691,0,0.017197796,0.01700232,no alteration
TCGA-06-0168,0.004435198,0,0,0.01437867,0,0.094885121,0,0.002248082,0.005995166,0,0.034898406,0,0.206809055,0.166324055,0.051125284,0.399947829,0,0,0.006699076,0,0,0.012254058,MUT
TCGA-06-0129,0.038467672,0,0.0028291,0.001932924,0,0.048350512,0,0.019056431,0,0,0,0.030826887,0.182326815,0,0.032300047,0.572388165,0,0,0,0.042490514,0.029030932,0,no alteration
TCGA-19-4065,0,0,0.002032878,0.053112129,0,0.041627427,0,0.031203674,0,0,0,0.034885071,0.173629323,0.217092625,0.031044763,0.403918746,0,0,0.011274378,0,0,0.000178988,MUT
TCGA-06-0750,0.002407374,0.000932464,0.001049538,0.045769673,0,0.104691282,0,0.011284551,0.005416602,0,0,0.048706286,0.115180201,0.140842692,0.074258239,0.372588682,0,0,0,0.00300311,0.010700067,0.063169241,no alteration
TCGA-14-0736,0.037904603,0,0.11949591,0.098672102,0,0.086672396,0.009374631,0,0,0,0,0.012066392,0.089627467,0,0.051349609,0.466039488,0.001457663,0,0.015863669,0,0.001132963,0.010343104,MUT
TCGA-14-0789,0,0.005845731,0,0.030171609,0,0.095375015,0,0.007194411,0.037330999,0,0.156490673,0,0.070979324,0.270777519,0.004182592,0.172382103,0,0,0,0.130995446,0.001591821,0.016682757,no alteration
TCGA-06-0649,0.035174893,0,0.022184644,0.0308501,0,0.051259173,0,0.018598908,0,0.014419702,0,0.019855988,0.267870021,0,0.008929319,0.512695877,0,0,0,0.015967443,0,0.002193932,no alteration
TCGA-06-2564,0.001400806,0.004725686,0,0.05098109,0,0.188523665,0,0.008369014,0.01148952,0,0.081618161,0.033617684,0.14656559,0.123666325,0.002676419,0.21117592,0.0025104,0,0.097693962,0,0.006312418,0.02867334,no alteration
TCGA-26-5136,0.018271347,0,0.001211187,0.007028878,0,0.207399222,0.009370133,0.003512694,0,0.001320918,0,0.008585195,0.315186528,0,0.057579504,0.331417563,0,0,0.037856346,0,0,0.001260485,no alteration
TCGA-06-5413,0.023655755,0,0,0.043441381,0,0.112095987,0.003936585,0,0,0,0.011185894,0,0.082031064,0,0.010042843,0.623503,0,0.000697987,0.042334611,0,0.004844101,0.042230793,no alteration
TCGA-06-5418,0,0.002343238,0,0,0,0.115764448,0,0.00322265,0,0,0.033323291,0.02158051,0.213855945,0.076383657,0,0.479083628,0,0.002975221,0.006793464,0,0.004544569,0.040129378,MUT
TCGA-27-1832,0.000535388,0.003599058,0.001515944,0.017274244,0,0.126464153,0.004561961,0,0.005107565,0.058305511,0,0,0.314263171,0,0.032277783,0.325182219,0,0,0.104480976,0,0,0.006432028,MUT
TCGA-26-5132,0.00076819,0.022359939,0,0,0,0.08114441,0.039741645,0.017545565,0.00586706,0,0.031552796,0.007525382,0.009009647,0.242450478,0.009614743,0.425877427,0,0,0.084797684,0,0.01212655,0.009618486,MUT
TCGA-06-0157,0.003991593,0,0,0.034262264,0,0.164417293,0,0,0,0,0.018303228,0,0.125590538,0.098656344,0.048201004,0.452530592,0,0,0.030019323,0,0,0.024027822,MUT
TCGA-06-2561,0,0.003720303,0,0.067667768,0,0.051596717,0.007602983,0,0.006606832,0,0,0,0.358863877,0.022335041,0.004483276,0.38644749,0,0,0.070528579,0,0,0.020147136,MUT
TCGA-02-0047,0.000816584,0.003764175,0.000976056,0,0,0.162241243,0.005635987,0.018108045,0.019034098,0,0.05136131,0.000723416,0.026604383,0.297859425,0.010882327,0.389888731,0,0,0.001392027,0,0,0.010712193,no alteration
TCGA-28-5207,0.000603443,0.001028879,0.000644182,0,0,0.238306095,0,0.024353226,0,0,0,0.098265926,0.071201961,0,0.061410071,0.305643054,0.003475652,0,0,0.066516922,0.110253353,0.018297236,no alteration
TCGA-19-4065,0,0.092852296,0,0,0,0.091233056,0,0.014139794,0,0.015885497,0,0.023875511,0.246740805,0,0.008670351,0.475462037,0.0049382,0,0,0.005287303,0.010418735,0.010496416,MUT
TCGA-12-3652,0.035776077,0,0.003924779,0.112783384,0,0.146192441,0.00287123,0.017837236,0,0.02482615,0.002562117,0,0.00605882,0.067234239,0.053280186,0.486064627,0,0,0.000147692,0,0.04044102,0,no alteration
TCGA-28-2514,0.008623574,0,0,0,0.009527632,0.241663658,0,0.011275907,0.033344493,0,0.102901106,0.020954098,0.051130807,0.215707404,0.027216076,0.220704063,0,0,0.01431632,0,0.002330063,0.040304801,no alteration
TCGA-19-1389,0,0.022446567,0,0,0,0.152089507,0.010012926,0.005418488,0,0.006243034,0,0,0.228362098,0.053751741,0.02209987,0.412462415,0,0,0,0.030448883,0.039159193,0.017505278,MUT
TCGA-12-0616,0.032416283,0,0.002745387,0.182704096,0,0.110321994,0.001353182,0.02107145,0,0,0,0,0.170904933,0,0.07453632,0.343885295,0,0,0.030851523,0,0.022805938,0.006403601,no alteration
TCGA-14-1823,0,0.024722831,0,0,0,0.178637622,0,0,0.015947973,0,0.076368397,0,0.244634837,0.005758395,0.030540823,0.36487731,0,0,0,0.034137707,0,0.024374105,no alteration
TCGA-06-0219,0,0,0,0.009294424,0,0.119136198,0,0.005932821,0,0.026659854,0,0.04288919,0.219908612,0,0.107266107,0.395568685,0,0,0,0.033997237,0.027559938,0.011786935,MUT
TCGA-14-0871,0,0,0,0,0,0.385270828,0,0.069080281,0,0,0,0.081602043,0.035020802,0.20459187,0.030463659,0.086712926,0,0,0.107257591,0,0,0,no alteration
TCGA-06-0190,0.003504009,0,0.00413132,0,0,0.033896602,0,0.036216623,0.008868142,0.063506799,0,0.020746356,0,0.372472607,0.00886623,0.307141172,0,0,0,0.103135048,0.000949828,0.036565263,MUT
TCGA-26-5135,0.042773063,0,0,0.033942529,0,0.069719823,0,0.007759205,0.068599284,0,0.066643572,0,0.016919194,0.413990326,0.014941976,0.200260815,0,0,0,0.037293883,0.023177212,0.003979119,no alteration
TCGA-28-5220,0.002021542,0,0,0.01876525,0,0.096932705,0,0,0.00249412,0,0,0.007330921,0.251895982,0,0.045941937,0.447479456,0,0,0.114284078,0,0,0.012854009,no alteration
TCGA-06-0125,0,0,0,0.03455505,0,0.010380146,0,0.041126961,0,0,0.046480946,0,0.078348667,0.350561207,0.043367053,0.337411016,0,0,0.017293931,0,0.016979803,0.02349522,MUT
TCGA-06-0210,0,0.012034918,0,0,0,0.115732588,0.017525745,0,0,0,0.081363993,0,0.281970211,0,0,0.392006802,0,7.89E-05,0,0,0,0.099286853,no alteration
TCGA-28-5216,0,0.019311939,0,0.041039535,0,0.179305833,0,0.014259358,0.017274635,0,0.082267194,0.017000113,0.122416911,0.078086804,0.009002319,0.288018273,0,0,0,0.048913827,0.072475813,0.010627445,MUT
TCGA-19-2619,0.006469674,0.00827326,0.004745009,0,0,0.186206326,0.004418289,0.020210011,0.026057158,0,0.105147401,0.008407819,0.16117385,0.189615843,0.0031564,0.164601328,0,0,0,0.068172754,0.007642546,0.035702333,no alteration
TCGA-06-0211,0.000586329,0,0.002028449,0,0,0.080228406,0.002286054,0,0.013732428,0.011070408,0.000860823,0,0,0.456650512,0.001992491,0.377934171,0,0,0.022822083,0,0,0.029807846,no alteration
TCGA-27-1835,0.018407244,0,0,0.022164813,0,0.028110867,0,0.047913966,0.020962645,0.006121944,0,0.071664792,0,0.282595809,0.070860354,0.389750465,0,0,0.034529376,0,0,0.006917725,no alteration
TCGA-06-2557,0.040501905,0,0.001215372,0.03510405,0,0.083228166,0,0.023778473,0,0.031321632,0,0.054377007,0.198206732,0,0.071360763,0.43227163,0,0,0,0.023561779,0.002955136,0.002117355,no alteration
TCGA-06-0141,0.004830959,0,0,0.015485622,0,0.069114389,0,0,0,0,0.035387535,0,0.19487876,0.086950022,0.007999467,0.535085821,0,0,0.01831191,0,0,0.031955516,no alteration
TCGA-26-5133,0,0.021994136,0.005041968,0.183282307,0,0.063620027,0,0,0.026446225,0,0.025921115,0.016554646,0.03830369,0.069958813,0.012083929,0.379699421,0,0,0.154426468,0,0.002667256,0,no alteration
TCGA-12-0618,0,0.000727828,0.000163656,0,0,0.165064326,0.001752318,0.061302632,0.000628688,0,0.14526095,0.001837542,0.11649382,0.075282873,0,0.284733853,0,0,0.092385254,0,0.002547795,0.051818465,MUT
TCGA-19-5960,0.007656857,0,0.003623457,0.021424756,0,0.117510583,0,0.088198513,0,0.016408959,0,0.03395181,0.127690496,0.006039851,0.057436588,0.427723687,0,0,0,0.070283399,0.022051044,0,no alteration
TCGA-06-5410,0.010135873,0.00087396,0.000974335,0.021611264,0,0.034793802,0.027861344,0,0.021294232,0,0.060094712,0,0.180470486,0,0.008315182,0.572650429,0.004108993,0,0,0.009326778,0.014918775,0.032569834,no alteration
TCGA-12-5295,0.014921191,0,0.000931138,0.071593839,0,0.144657926,0,0,0,0.01688959,0.004660354,0,0.090003883,0,0.032137652,0.569910693,0,0,0.041051928,0,0.012797726,0.000444079,no alteration
TCGA-06-0158,0,0.033485279,0,0,0,0.130334071,0,0.01796262,0.026411144,0,0.035782017,0.008505674,0.027784047,0.363102985,0.009381261,0.315919011,0,0,0.006408342,0,0.003791493,0.021132057,no alteration
TCGA-28-2509,0,0.006778654,0.005816059,0,0,0.151674719,0,0.008636876,0,0,0.064872121,0.011189762,0.259614205,0,0.000170333,0.299011788,0.004857268,0.0046981,0.160368886,0,0.014642026,0.007669202,MUT
TCGA-41-5651,0.011629541,0,0.003071682,0,0,0.127729041,0,0.027553524,0,0,0.063842679,0,0.004077579,0.428005334,0.012195106,0.314547333,0,0,0.007348181,0,0,0,no alteration
TCGA-06-0184,0,0,0,0.012770157,0,0.085313054,0,0.011371212,0,0,0,0.060915792,0.215923896,0,0.040851538,0.521995033,0,0,0,0.017986586,0.012555809,0.020316922,MUT
TCGA-06-2569,0.024747434,0,0.002284565,0.291015059,0,0.011301268,0,0.018548543,0.025057947,0,0,0.027480185,0.004168097,0.209524402,0.003305642,0.361915276,0,0,0.012341184,0,0,0.008310397,no alteration
TCGA-06-2567,0,0.001717872,0,0.000261998,0,0.138699134,0,0.024842073,0,0,0,0.072983829,0.310225963,0.024504123,0.030498911,0.265601693,0,0,0,0.012605486,0.015268836,0.102790081,no alteration
TCGA-06-0747,0,0.012759905,0.003758748,0.079666651,0,0.089402604,0,0.057568373,0.00478874,0,0.028451046,0.016753954,0.09204857,0,0.011593757,0.455640631,2.38E-05,0.008223242,0,0.051409425,0,0.087910535,no alteration
TCGA-12-3653,0,0.001934083,0,0,0,0.20883434,0,0,0,0.012170188,0,0.052102547,0.14546951,0,0.056905187,0.382321741,0,0.009774922,0.112012668,0,0,0.018474814,no alteration
TCGA-06-5414,0.003571814,0,0.001312175,0.038867483,0,0.104514095,0.004353278,0.011721554,0.018193052,0,0.032450933,0,0.108797663,0.234215291,0.023364091,0.380986621,0,0,0.00728619,0,0.000794179,0.02957158,no alteration
TCGA-12-0821,0,0.022213347,0,0,0,0.120352789,0,0.011954105,0,0.012001298,0.029765321,0,0,0.342548816,0.066311281,0.296880332,0,0,0.042701263,0,0.032905268,0.022366181,MUT
TCGA-06-0882,0.00242806,7.80E-06,0.000147326,0.031850152,0,0.164680872,0,0.00471377,0.004235655,0,0.044301018,0.019055322,0.272594506,0,0.009440101,0.393084212,0,0.000291819,0.021619437,0,0.016501769,0.015048181,MUT
TCGA-19-1390,0,0,0.006783899,0.040974102,0,0.057184423,0,0.004255525,0.002760762,0,0.065511352,0.076028333,0.10068873,0.015600311,0.013127962,0.351917459,0,0,0.155336501,0,0.026842097,0.082988544,no alteration
TCGA-12-0619,0,0,0,0.033474457,0,0.152432105,0,0,0,0,0.031460987,0,0.171190536,0,0.031362118,0.528153091,0,0,0,0,0.01360515,0.038321555,no alteration
TCGA-06-5411,0,0.006090608,0,0.093687784,0,0.039598743,0.004313697,0,0.008694429,0,0.049789537,0,0.483626383,0,0.023185439,0.223782617,0.001758189,0,0.04018062,0,0,0.025291955,MUT
TCGA-19-2624,0.012921049,0,0.001852692,0.062201927,0,0.106863141,0,0.066950655,0,0,0.019786397,0.064131185,0.016988169,0.139981517,0.018252199,0.337755691,0,0,0,0.105237377,0.045212176,0.001865825,no alteration
TCGA-19-2625,0.007956639,0.014330595,0.001588172,0.046637491,0,0.067284411,0,0.035002404,0.011428972,0,0.075986128,0.031964656,0.313315243,0.057815189,0.006835195,0.211283269,0,0,0.085676498,0,0.019894559,0.013000577,MUT
TCGA-06-0646,0.005106517,0.001319794,0,0,0,0.132454266,0,0.021366869,0.014308136,0,0.038392562,0.00476475,0.137338996,0.14861234,0.008144126,0.137107671,0,0.002357066,0,0.271034225,0.05558259,0.022110092,MUT
TCGA-14-0781,0.000519029,0.005301504,0.001776656,0,0,0.25196656,0.017282376,0,0.015395813,0,0.083727079,0,0.184380038,0,0,0.381114252,0,0.001393021,0,0.014728871,0.024500979,0.017913822,MUT
TCGA-06-0878,0.003688707,0.001463,0.001909989,0,0,0.112561274,0,0.015272891,0.01030976,0.050892657,0.060944488,0,0,0.495898017,0.013473835,0.144192395,0,0,0,0.070525653,0.002346489,0.016520843,no alteration
TCGA-28-5209,0,0.001105924,0.0044354,0,0,0.163689134,0,0.012323917,0.008710839,0.012562224,0.005703744,0.018188427,0,0.404436345,0.027037619,0.30779926,0,0.003088547,0.023250612,0,0,0.007668006,MUT
TCGA-26-5134,0,0.002780031,0,0.015300352,0,0.047185195,0,0,0,0,0.014810516,0,0,0.429678587,0.085343162,0.388130808,0,0,0.01677135,0,0,0,no alteration
TCGA-32-2616,1.54E-05,0.002127375,7.97E-05,0,0,0.136044769,0,0.011053784,0.021839136,0,0.02421091,0.022995857,0,0.414631863,0.008031072,0.303585687,0,0,0.046248701,0,0,0.00913573,MUT
